strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,fast_period,slow_period,tp_mode,tp_rr,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,tp_pct,martingale_multiplier,martingale_max_steps,rank_pre_wf,rank_post_wf,rank_delta
ma_cross,-8.937900370597507,9.436061176943559,-1.1294320527875046,2.5041688276778324,-1.4110882418017605,-0.37417619414511843,-2.7730213643743458,-2.4710808209210535,0.13985803711422082,0.5645029231971345,0.3256804640657756,1.0426979142084483,-0.027730213643743458,-0.024710808209210535,1364,472,True,8,27,164,rr,3.790346064278179,partial_trailing,0.25973902572668783,2.5954604701473776,pct,False,True,9.659757127438137,none,,,,1,1,0
ma_cross,-3.8825790200730848,32.633471226179225,18.3966406997055,12.427304593485978,0.1287735614817634,0.9643815126938263,-23.481985509396416,-16.15030057858357,5.030989607156696,11.565123516887553,1.105934158828949,1.5298727718831808,-0.23481985509396416,-0.1615030057858357,988,294,True,6,80,174,pct,,full,,,pct,True,True,4.7564724091974755,martingale,4.50024801012085,2.6990165978726046,5.0,2,2,0
