strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,fast_period,slow_period,tp_mode,tp_pct,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,tp_rr,martingale_multiplier,martingale_max_steps,rsi_period,rsi_low_th,rsi_high_th,grid_max_adds,grid_spacing_pct,grid_size_multiplier,sl_atr_period,sl_atr_mult,rank_pre_wf,rank_post_wf,rank_delta
ma_cross,1.4302608903856484,3.5490158629147763,-0.4892170873518453,4.632184836414822,0.2887519477093766,-0.08294677719877921,-4.631671334389963,-3.4640820931894765,1.1363952850461743,0.7061897019446246,1.0499799117356168,0.8787688011859844,-0.046316713343899626,-0.034640820931894765,479,485,True,114,77.0,221.0,rr,,partial_trailing,0.3620279821590059,0.48745040707794407,pct,True,False,9.638542325417848,none,9.696857208969782,,,,,,,,,,,13,11,-2
ma_cross,3.4786671951661408,3.8590242755506954,0.002079323136672251,4.784487280334547,0.6105711181107416,0.02534199015710188,-5.290581361090543,-4.341361976857023,1.6466498130377825,0.8595506357927247,1.2447589673891508,0.7911688659202996,-0.052905813610905426,-0.04341361976857023,463,458,True,123,80.0,237.0,pct,8.519808331527988,full,,,pct,False,False,8.997497204480387,none,,,,,,,,,,,,14,12,-2
ma_cross,4.1262105706299845,5.645006812587834,-1.9526843851176423,7.195744858099759,0.5059386322189146,-0.22866913909648254,-6.908176377356696,-6.079383204661566,2.2337335031485366,0.8431518051066299,1.2279903471851745,0.6127285718914047,-0.06908176377356696,-0.060793832046615655,454,458,True,391,77.0,246.0,rr,,partial_trailing,0.8271175302890283,1.6735210475113522,pct,True,False,6.006872529289809,none,6.056171015030701,,,,,,,,,,,15,13,-2
ma_cross,10.621979440423557,7.568965503791947,-1.429058298503938,10.829763341111482,0.833621571629342,-0.07742740617907748,-9.49154766120596,-6.200874732207479,4.141301023999896,1.4708603658358474,1.5590002800733112,0.8381284608409911,-0.0949154766120596,-0.06200874732207479,493,513,True,491,77.0,205.0,rr,,full,,,pct,False,False,7.589035468740991,martingale,9.14984211071049,2.1176869269504532,1.0,,,,,,,,,18,14,-4
ma_cross,8.995618565791341,6.774283474551231,-0.9474188606042988,8.531247025533839,0.8731036397010942,-0.0653580440229923,-7.8667503663677945,-6.6349208561066195,3.544213741600866,1.2391621966234116,1.5623191786163664,0.7698144906437789,-0.07866750366367795,-0.06634920856106619,460,456,True,352,77.0,234.0,rr,,partial_trailing,0.7611659728861934,1.6342455251015282,pct,False,True,8.965679962112384,martingale,5.151473249989,2.0035441128987,1.0,,,,,,,,,16,15,-1
ma_cross,21.481393288957996,8.507971239405125,4.127582947949127,11.645790955717846,1.2861757049421472,0.358540726838893,-8.905434384327148,-6.761070741837362,6.9580232392570185,3.2569701204169608,1.9614787825786375,1.1108186411770025,-0.08905434384327147,-0.06761070741837362,502,487,True,250,77.0,227.0,pct,3.6401063391154644,partial_trailing,0.6114594067607179,3.968704253518172,pct,False,False,8.10576938549548,martingale,,1.413287149021479,7.0,,,,,,,,,17,16,-1
ma_cross,64.90659026619731,14.245870539899702,2.6799477344289,21.86272811672797,1.8946705672863506,0.22996718602163613,-12.855576311304466,-6.952978516871251,17.322178147560365,3.7836044980792742,2.397573208788453,0.9612582726764105,-0.12855576311304467,-0.0695297851687125,518,527,True,244,77.0,205.0,pct,7.557477723750414,partial_trailing,0.631134681197562,2.577462348978059,pct,False,True,9.728169021691793,martingale,,1.9503547585390013,7.0,,,,,,,,,20,17,-3
ma_cross,47.2468323200413,11.086494833012079,-0.7388748259302913,21.019374718289146,1.7796486415760848,0.07062589354103621,-12.749142249302155,-8.591191385137043,12.18982607343423,3.0091237665190174,2.3305058355152717,0.8039823372192733,-0.12749142249302156,-0.08591191385137043,557,551,True,116,80.0,201.0,pct,5.431298543795469,full,,,pct,True,True,7.154788387920263,martingale,,1.5465972023482146,10.0,,,,,,,,,19,18,-1
ma_cross,21.933760435452278,9.180487142480336,-6.4267407498277525,22.853045797938957,1.1088640743803961,-0.2781089105674449,-15.079837036474036,-9.970175189102457,7.055649221774835,1.4019614679128414,1.767734492275375,0.48524412695222413,-0.15079837036474036,-0.09970175189102456,534,528,True,421,80.0,203.0,rr,,full,,,pct,True,False,4.350120317488222,martingale,3.1607931386153,1.1884296649192896,8.0,,,,,,,,,21,19,-2
ma_cross,89.97186327889304,18.80400906523426,-5.020039576811374,33.92713034115616,1.9753537795579683,-0.01829171906235673,-16.7420948861536,-10.813182210253826,23.921273424012735,3.1160511177395582,2.425010314570867,0.6698897528556309,-0.167420948861536,-0.10813182210253826,516,519,True,458,80.0,201.0,pct,4.048882426868911,partial_trailing,0.18186727947211,4.9290001823283305,pct,False,True,6.375628827223881,martingale,,2.8882584041756263,9.0,,,,,,,,,22,20,-2
ma_cross,84.63731073650114,16.458367682704413,8.790053554528265,29.900174298221415,1.8991949676688653,0.43007934579459495,-21.1027432076772,-12.194202338565988,22.631448009452388,5.8249769128285065,2.4069907924882816,1.1416314402650034,-0.21102743207677202,-0.12194202338565989,539,549,True,465,77.0,200.0,rr,,partial_trailing,0.848306416111297,0.1473897569691395,pct,False,False,6.867495813820624,martingale,1.0661228109897827,3.466178429294099,2.0,,,,,,,,,23,21,-2
rsi_reversion,8.20970734614248,2.39475952825738,-3.782906733130098,4.8697813270514265,2.264757660661726,-0.821554399481578,57.88465747785187,-20.928871547784816,52.18358940767601,-19.498118798044725,2.307920805840975,-0.6096631978487076,0.5788465747785186,-0.20928871547784816,18,14,True,360,,,rr,,full,,,atr,False,False,,grid,0.5686986458326027,,,33.0,22.1346051164859,84.92633605937283,7.0,0.3806535404656916,1.9775600991221487,20.0,4.1675959421202755,2,22,20
rsi_reversion,16.960559835996534,5.47079367419748,0.8642346777766319,5.910158828782645,1.8257220148855027,0.15297837240408635,-106.30532154960605,-100.07312378654282,88.048333868263,-1.0784490700919813,1.3508065077669273,-0.016872645692548698,-1.0630532154960606,-1.0007312378654283,18,11,True,15,,,rr,,full,,,pct,False,False,6.4000994079580735,none,4.568431936229246,,,35.0,39.71287017107015,89.00127820023857,,,,,,25,23,-2
rsi_reversion,20.702009315174653,6.485200096130615,1.4452522392301548,10.582527404815263,1.673493043598989,0.19827623597617078,-104.99405703545202,-103.13470229825447,76.89842520337415,6.098504809043994,1.3982045292933143,0.13579453830502503,-1.0499405703545202,-1.0313470229825448,28,28,True,211,,,rr,,full,,,pct,False,False,2.9051628507263136,none,5.092856457038706,,,37.0,27.353961171215524,84.92633605937283,,,,,,24,24,0
rsi_reversion,85.26334918308606,29.56487574504157,-17.700556219718877,38.15810182923618,1.5928063079390988,-0.29241769014301566,-201.0711956551586,-141.8451422637236,59.996394701716746,-9.245048967999034,1.3739548905181664,-0.30036318254003685,-2.010711956551586,-1.418451422637236,163,114,True,443,,,rr,,partial_trailing,0.34812688489352306,0.1957105365289818,pct,False,False,1.6650725029101021,martingale,5.79828912797576,1.9653795049407536,10.0,38.0,38.44439062008213,83.88753908168715,,,,,,26,25,-1
rsi_reversion,51.8515792220579,20.675583547804838,8.053840329769347,21.847814102911244,1.621414260344644,0.42199994029882637,628.7679107712522,-210.80193515001503,392.9673038744528,52.9646276752174,1.7216091002404217,0.17820218407958333,6.287679107712522,-2.1080193515001504,14,8,True,133,,,rr,,partial_trailing,0.726395990211752,0.19329140292540864,pct,False,False,8.265319806139443,grid,1.6405323403077487,,,33.0,29.081025492041263,84.39203712408185,4.0,2.1952438700307484,1.3116565601840438,,,1,26,25
rsi_reversion,57.05324848173008,26.938125185972318,-18.156000464496813,36.073497517295536,1.2736658307765625,-0.3004883419005666,-273.6427489582635,-287.9959771094923,142.14155239405156,-118.43763986885838,0.9771044691319486,-1.0726473607572224,-2.736427489582635,-2.879959771094923,40,19,True,449,,,rr,,full,,,pct,False,False,3.4292022560701207,martingale,6.43964452765901,2.1843122416668885,10.0,35.0,38.44439062008213,84.92633605937283,,,,,,27,27,0
