strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,tested,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,fast_period,slow_period,tp_mode,tp_rr,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,grid_max_adds,grid_spacing_pct,grid_size_multiplier,tp_pct,martingale_multiplier,martingale_max_steps,rank_pre_wf,rank_post_wf,rank_delta
ma_cross,5.219216052909625,4.475744911624372,2.5516220678264645,3.9306234167327028,True,0.610395114442353,0.5489611588904727,-16.1430225574561,-10.623176980397638,9.621442996153208,12.657914849647154,1.0246642140561173,0.7781610071168775,-0.161430225574561,-0.10623176980397638,92,24,True,154,75,117,rr,5.104394634135773,full,,,pct,False,False,2.9233644227154123,martingale,,,,,1.1859931708432725,8.0,6,1,-5
