strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,stoch_k_period,stoch_d_period,stoch_oversold,stoch_overbought,tp_mode,tp_rr,tp_mgmt,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,martingale_multiplier,martingale_max_steps,tp_pct,tp1_close_frac,tp_trail_pct,grid_max_adds,grid_spacing_pct,grid_size_multiplier,sl_atr_period,sl_atr_mult,rank_pre_wf,rank_post_wf,rank_delta
stochastic,0.1330670028940828,0.010893724408078103,0.0,0.0,0.921704720292645,0.0,15.805900920995121,0.0,15.805900920995121,0.0,0.0,0.0,0.1580590092099512,0.0,1,0,False,1900,9,14,7.682330069367786,94.71578619238059,pct,,partial_trailing,pct,False,True,3.2091418551625344,none,,,1.2331695019003983,0.8129093821575079,4.557823387270935,,,,,,,,
stochastic,0.17303530314713989,0.014159673085845863,-0.013527560159876106,0.018262882502139637,0.9217395512557399,-0.716952917089661,20.55339639350841,1.8881334508707812,20.55339639350841,1.8881334508707812,0.0,0.0,0.2055339639350841,0.01888133450870781,1,1,False,1961,9,14,7.682330069367786,92.19498719443125,rr,7.851463543470711,partial_trailing,pct,False,True,2.4678830317376637,grid,,,,0.4678403390154562,0.33791078775210515,2.0,0.40808557129616524,1.606550295135191,,,,,
stochastic,0.1899339803467015,0.019906419320101346,0.0,0.0,1.2866400795522204,0.0,9.523077569620014,0.0,9.448047119190342,0.0,9.590578272333964,0.0,0.09523077569620014,0.0,3,0,False,1257,6,10,7.477796945214474,94.71578619238059,rr,8.251842273668403,full,pct,False,True,2.571026198142725,grid,,,,,,4.0,0.6830850544647227,2.610535885039414,,,,,
stochastic,0.2851689207282515,0.02330746751622013,0.0,0.0,0.9218371071564835,0.0,33.87279797957503,0.0,33.87279797957503,0.0,0.0,0.0,0.33872797979575037,0.0,1,0,False,1993,9,14,7.682330069367786,94.71578619238059,rr,4.180430740871463,full,pct,False,True,1.4974664400237383,grid,,,,,,8.0,0.47780264293226626,2.8130316454472672,,,,,
stochastic,0.29950202883375354,0.024475159202242656,0.0,0.0,0.9218495594560225,0.0,35.5753063526374,0.0,35.5753063526374,0.0,0.0,0.0,0.355753063526374,0.0,1,0,False,1903,9,14,7.682330069367786,94.71578619238059,pct,,partial_trailing,atr,False,True,,martingale,2.5214561167335123,6.0,3.6653504339680394,0.543041792569901,1.5623453377572167,,,,27.0,2.959613972776596,,,
stochastic,0.4270308885283569,0.03484882463689569,0.0,0.0,0.9219601800408087,0.0,50.7233782041175,0.0,50.7233782041175,0.0,0.0,0.0,0.5072337820411751,0.0,1,0,False,1948,9,14,7.682330069367786,94.71578619238059,pct,,partial_trailing,atr,False,True,,martingale,3.409632023393476,6.0,5.07540415698808,0.4189304222178505,0.7745512612031332,,,,6.0,1.2434145903515252,,,
stochastic,0.5883345067913437,0.2319522988261611,0.0,0.0,1.6773401560893098,0.0,30.259723587661632,0.0,30.259723587661632,0.0,3.345998454192463,0.0,0.3025972358766163,0.0,2,0,False,1125,6,11,7.477796945214474,94.71578619238059,pct,,partial_trailing,pct,False,False,9.636186744466045,none,,,2.1837659755427734,0.8399718724082433,4.957921555421884,,,,,,,,
stochastic,0.6669506309023854,0.2666271587682101,2.704366422303406,2.6626163973966195,1.5982535910268865,0.7740329344283216,68.72491946372804,278.6673495184304,68.72491946372804,278.6673495184304,0.0,0.0,0.6872491946372804,2.7866734951843037,1,1,False,1902,5,14,12.872455892845913,94.71578619238059,pct,,full,pct,True,False,7.990345558693204,grid,,,2.7508855459597568,,,5.0,0.788334641147426,2.6571195653071564,,,,,
stochastic,2.079454081715415,0.316198421349737,0.0,0.0,2.399292763084308,0.0,105.99688648299562,0.0,105.99688648299562,0.0,272.3314940022975,0.0,1.0599688648299563,0.0,2,0,False,1608,8,11,7.477796945214474,94.71578619238059,pct,,full,pct,True,False,3.9722119584320192,martingale,1.4886458087031051,8.0,4.193766032569268,,,,,,,,,,
stochastic,2.0892563972742417,0.9192981125351228,1.423275481770192,1.2531261491768537,1.6615282909172937,0.8206678322880182,59.28172124010621,58.56309876091225,71.9639476786784,49.02439089624772,3.0701383825777087,6.186663648573682,0.5928172124010621,0.5856309876091225,3,3,False,1820,6,14,12.872455892845913,94.71578619238059,pct,,full,pct,False,False,8.573206475393093,grid,,,2.5155520296471514,,,7.0,2.2943951289931683,2.3305548863100345,,,,,
