strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,seconds,fast_period,slow_period,tp_mode,tp_pct,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,grid_max_adds,grid_spacing_pct,grid_size_multiplier,martingale_multiplier,martingale_max_steps,tp_rr,sl_atr_period,sl_atr_mult,rank_pre_wf,rank_post_wf,rank_delta
ma_cross,0.43963087798195577,0.1632437516807417,-0.0909854601715443,0.2900525766354611,1.3651212207675072,-0.3850048206474932,2.470134704429478,-0.837768013665134,6.675810880720041,0.16839477907847386,2.2702939088747796,0.16564158290119635,0.02470134704429478,-0.00837768013665134,8,7,False,2353,3567.7541439533234,79,216,pct,0.17972095409028388,partial_trailing,0.7740216410300883,4.776030710782487,pct,False,False,7.189737125220338,none,,,,,,,,,,,
ma_cross,0.6781689934793667,0.19744727242840318,-0.31538188834309144,0.39332242624684133,1.613946925554566,-0.9276749888450158,3.301508068187969,0.6738397129581273,7.9250084468427335,-2.276457080064626,2.6969270959884386,-0.8871418602044012,0.033015080681879694,0.006738397129581273,10,7,False,2281,3567.867329120636,78,230,pct,0.41917966296588893,partial_trailing,0.701364768143452,3.2945552223083263,pct,False,True,7.700634017541819,none,,,,,,,,,,,
ma_cross,1.0015645671491935,0.30742809816921035,0.08167452964440436,0.24569348245581782,1.721429629754337,0.2408486219564602,10.60528259331403,6.762893476078046,11.205608548761283,2.863192824229571,2.9447730863070287,0.7338918528364551,0.10605282593314029,0.06762893476078047,9,6,False,2437,3567.9674541950226,74,210,pct,1.4113222295820969,partial_trailing,0.7124705901149453,4.103794452841127,pct,False,True,9.856571674845936,grid,8.0,1.5133026877484799,1.492148284553657,,,,,,,,
ma_cross,1.0256730820724647,0.3545287475478729,0.23011072427210344,0.8515207005139126,1.6508612879254174,0.23753363083427972,17.259986975528587,7.850186842036465,16.02105590332332,6.724354010377524,4.276247544963005,0.8165835780252751,0.17259986975528585,0.07850186842036465,7,7,False,5571,3568.0712468624115,79,222,pct,1.0676184295321143,partial_trailing,0.8312246185616899,4.210735117888034,pct,False,False,7.1780827748169775,martingale,,,,2.1249859600656493,7.0,,,,,,
ma_cross,1.0861337384177494,0.38095015813637984,-0.453302538881184,0.7054124027557085,1.6693254052949011,-0.8619164433118509,-0.6675132056473729,-8.369488021612302,10.82533809523004,-4.578481804476953,2.0150035657418486,-0.9210113598742922,-0.00667513205647373,-0.08369488021612301,11,7,False,2736,3568.1616563796997,79,218,pct,2.834650404296207,partial_trailing,0.6676633551026121,3.828225530388537,pct,False,True,9.046926764515012,none,,,,,,,,,,,
ma_cross,1.2891790890069421,0.3908421853771476,0.05183753527808754,0.38751654500451327,1.8228047225317372,0.10868256104695148,11.066767694806334,2.3378595066852705,11.446054365104194,2.7844652529955147,2.534029889114069,0.4692899411203964,0.11066767694806333,0.023378595066852706,13,6,False,4406,3568.3152174949646,71,202,pct,1.714366047217393,partial_trailing,0.7273976032327456,4.783411043432044,pct,True,False,7.699076328674009,grid,8.0,1.8347365012042762,2.858197721383834,,,,,,,,
ma_cross,1.3454906368660202,0.4074829297944953,0.10695236288207344,0.7107587312578296,1.4944375431477992,0.1115605779978336,9.834346712914012,-3.8899924967240014,8.958519554480057,4.055779987508234,2.701448631344764,0.7848965524724905,0.09834346712914012,-0.03889992496724001,18,11,False,1105,3568.4651844501495,71,241,pct,0.8749173592257711,partial_trailing,0.846730656359644,1.847506321784338,pct,True,False,8.46262075405104,martingale,,,,2.0750391773975156,5.0,,,,,,
ma_cross,1.4551964812561602,0.5189566218524163,-0.632301754882103,0.9374519911719157,1.6855019678029883,-0.9599887679974934,1.6804209364882856,-8.497565417995302,17.348780793912006,-8.173798090681096,1.8004372408106564,-1.9315195822097995,0.016804209364882854,-0.08497565417995302,9,6,False,2905,3568.5483338832855,79,226,pct,4.7170047764428515,partial_trailing,0.524508465897965,3.781985894118515,pct,False,False,7.816363017253098,none,,,,,,,,,,,
ma_cross,1.8065441375362035,0.5318524500752942,0.675267561698667,0.6673626331132322,1.5830413922566249,0.7028400114289957,24.552514786301924,16.264162046077697,22.886661716916212,15.816126669131576,4.009694946596353,1.3887926593002917,0.2455251478630192,0.16264162046077696,9,6,False,5593,3568.6436994075775,78,210,pct,1.0763183945919537,partial_trailing,0.8856891242359839,4.381691873877534,pct,False,True,5.315746055879547,martingale,,,,2.8490394911032584,8.0,,,,,,
ma_cross,1.9708703639224057,0.625789211445492,-0.9041122343796282,1.3314961896430038,1.6759704158312252,-0.9799021724471823,-2.8858986859614952,-13.651600911516997,23.562740082743026,-12.723497709685889,1.7083110453817634,-1.991118463291407,-0.02885898685961495,-0.13651600911516998,9,6,False,3668,3568.7388479709625,79,229,pct,4.498585206153189,partial_trailing,0.6601228629892593,3.1977587617851806,pct,False,True,5.55195651201285,none,,,,,,,,,,,
ma_cross,2.5163690626361035,0.6923706029679021,-0.25653712920887806,0.7813252288162443,1.7167493715086517,-0.2490272409031888,15.059948896870253,6.619849413986156,31.95906583114103,1.05531121297346,3.005809335151726,0.11378431930674308,0.15059948896870254,0.06619849413986155,9,7,False,1643,3568.8536598682404,71,239,pct,0.44632054780992025,partial_trailing,0.7153849628331502,3.627500026320904,pct,False,False,2.1222487770118468,none,,,,,,,,,,,
ma_cross,4.069365273138548,0.7181660056294391,-0.6490474084593134,1.378439213598369,2.758360305226483,-0.5519322848321784,4.222468211381753,-8.520193374569427,46.721172361606776,-7.194351809276632,1.5236611442532193,-1.564097326104457,0.04222468211381753,-0.08520193374569426,9,6,False,2543,3568.928703546524,79,226,pct,7.3594293887563715,partial_trailing,0.8469981081997856,1.766874357599095,pct,False,True,9.018710999982995,martingale,,,,1.8468336686614404,8.0,,,,,,
ma_cross,4.41462761539595,0.7964856005077583,0.07133211264624961,2.934231117897208,2.4249876798611933,0.04120927466309264,1.8558708961651273,-10.763748467091913,50.774735276690784,7.967473506518804,1.2823327497360315,0.37510843911135866,0.018558708961651276,-0.10763748467091915,9,6,False,3666,3569.017508983612,79,215,pct,3.729511300774009,partial_trailing,0.7675926366964161,3.3414954039504607,pct,False,False,9.116665016959812,martingale,,,,3.4539888498734497,7.0,,,,,,
ma_cross,5.07721374728729,1.0373941985050559,-0.5332330219497416,1.1382413181604614,2.33925665206819,-0.5370724737169427,-1.9748845631537986,-11.063091783980841,45.35103325576157,-5.596781456901645,1.2659121751617342,-1.0659161373104309,-0.019748845631537986,-0.1106309178398084,12,6,False,5088,3569.089021205902,71,230,pct,4.765609416532962,full,,,pct,False,False,8.079602228945937,martingale,,,,1.4970136419282318,8.0,,,,,,
ma_cross,6.831269376103011,1.161135663601856,-0.6447454990468726,2.9440342381278324,2.884904945350859,-0.23897759875508864,1.7330694637438018,-10.505503281093464,77.98097190020485,-4.113171242851818,1.545182482027768,-0.41207624766033824,0.017330694637438016,-0.10505503281093465,9,6,False,3664,3569.1753313541412,71,238,pct,4.86480666949514,partial_trailing,0.7037671829148529,3.3624973745978126,pct,False,True,8.133307579915666,martingale,,,,2.9798365855149305,2.0,,,,,,
ma_cross,7.002129954653857,1.3998572968698508,-0.39321031503636306,2.6395531335193922,2.6515517125292947,-0.1521415623223216,2.277333348342231,-9.208663074079341,89.80414098904612,-0.4622029436097132,1.5109950755736787,-0.04630462303789683,0.02277333348342231,-0.09208663074079342,8,6,False,3534,3569.3053290843964,78,225,pct,6.0086834487598235,partial_trailing,0.5635064670331257,3.3127044090139717,pct,True,True,8.5744313417056,martingale,,,,2.8431700081388627,3.0,,,,,,
ma_cross,8.572530795725953,1.5315709168763287,-0.8337083140299351,2.7552528240918632,2.945180201577996,-0.3390705141910332,4.65156180448429,-13.822048891738337,97.35068210160381,-7.42849710560111,1.472467997381299,-0.7102840194625291,0.046515618044842895,-0.13822048891738337,9,6,False,5527,3569.3748648166656,79,215,pct,7.002688859516941,partial_trailing,0.7157054687225933,1.4753184915358803,pct,False,True,7.073127311482049,martingale,,,,2.534224391936066,5.0,,,,,,
ma_cross,8.993782497832136,1.672610202194219,-3.2710009452422306,5.666055581560858,2.469835902989345,-0.8934041045698738,-2.718608158632168,-11.29863807500488,102.79982116091436,-46.13887878954504,1.3353538459923566,-1.3134623623107675,-0.02718608158632168,-0.1129863807500488,9,6,False,5104,3569.4486649036407,79,237,pct,7.151991017849078,partial_trailing,0.3691143991408329,0.40113408823107133,pct,False,False,7.88410580098897,martingale,,,,2.8130167776530817,5.0,,,,,,
