strategy,return_train_pct,dd_train_pct,dd_train_intrabar_pct,exec_reject_rate_train,exec_round_rate_train,return_test_pct,dd_test_pct,dd_test_intrabar_pct,exec_reject_rate_test,exec_round_rate_test,tested,liquidated_train,liquidated_test,peak_notional_pct_equity_train,peak_notional_pct_equity_test,peak_qty_mult_train,peak_qty_mult_test,cap_hit_rate_train,cap_hit_rate_test,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,martingale_max_loss_streak_train,martingale_max_loss_streak_test,martingale_max_step_used_train,martingale_max_step_used_test,martingale_max_multiplier_used_train,martingale_max_multiplier_used_test,grid_max_adds_used_train,grid_max_adds_used_test,grid_max_multiplier_used_train,grid_max_multiplier_used_test,fast_period,slow_period,tp_mode,tp_rr,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,sl_atr_period,sl_atr_mult,rsi_period,rsi_low_th,rsi_high_th,bb_period,bb_std,range_lookback,range_buffer_pct,stoch_k_period,stoch_d_period,stoch_oversold,stoch_overbought,rank_pre_wf,rank_post_wf,rank_delta
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,187,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,atr,True,True,,24.0,5.047317897223272,,,,10.0,3.069553456263406,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,190,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,atr,False,False,,25.0,3.977682068264687,,,,10.0,3.069553456263406,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,194,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,atr,False,False,,56.0,4.206632880541919,,,,14.0,3.700515589944219,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,206,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.6051985816093991,0.15881825898550944,pct,False,False,7.537203076212828,,,,,,14.0,3.9362077360911414,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,217,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,atr,True,False,,29.0,2.190605672011042,,,,16.0,3.9583386056279037,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,227,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,True,True,2.606661585413258,,,,,,14.0,3.7662489328692708,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,228,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,False,False,9.254466820957772,,,,,,14.0,3.6666216022480005,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,230,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,True,False,0.10609928532281976,,,,,,16.0,3.9583386056279037,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,231,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,full,,,pct,False,True,3.2807867254967307,,,,,,14.0,3.906644844289278,,,,,,,4,,
bollinger_breakout,0.0,0.0,0.0,0.0,0.0,,,,,,False,False,False,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,233,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,2.0,partial_trailing,0.5489276393110857,3.82717269399286,pct,True,True,2.6482872647946754,,,,,,15.0,3.6916563492036563,,,,,,,4,,
