strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,martingale_max_loss_streak_train,martingale_max_loss_streak_test,martingale_max_step_used_train,martingale_max_step_used_test,martingale_max_multiplier_used_train,martingale_max_multiplier_used_test,grid_max_adds_used_train,grid_max_adds_used_test,grid_max_multiplier_used_train,grid_max_multiplier_used_test,rsi_period,rsi_low_th,rsi_high_th,tp_mode,tp_pct,tp_mgmt,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,grid_max_adds,grid_spacing_pct,grid_size_multiplier,tp_rr,sl_atr_period,sl_atr_mult,martingale_multiplier,martingale_max_steps,tp1_close_frac,tp_trail_pct,rank_pre_wf,rank_post_wf,rank_delta
rsi_reversion,0.0,0.0,2.6835247500995862,2.248311860098276,0.0,0.9016676321489572,0.0,140.28165204538507,0.0,140.28165204538507,0.0,6.0781284490293706,0.0,1.4028165204538507,0,2,True,674,0,0,0,0,1.0,1.0,0,2,1.0,3.2529254343534757,38,17.212864781965564,87.44816828888347,pct,1.860271079885613,full,pct,True,False,3.4467420411994576,grid,6.0,2.1143313661998286,1.1803617593596363,,,,,,,,107,28,-79
rsi_reversion,0.5109569949820703,0.19223954740419338,2.6601457186459454,1.0359563505001346,1.2841640245736934,1.661475240573093,52.03674251918723,135.45691631988763,52.03674251918723,135.45691631988763,0.0,6.103551674166781,0.5203674251918723,1.354569163198876,1,2,True,804,0,0,0,0,1.0,1.0,0,2,1.0,3.248711863386078,39,18.725228020210622,87.44816828888347,rr,,full,pct,False,False,8.693494637793114,grid,4.0,2.176650499782994,1.1739698925476556,0.5209686163251721,,,,,,,54,29,-25
rsi_reversion,-1.01315560902151,1.0944626679185938,1.9852908458096952,0.6914485199878859,-2.014265049164438,1.9889249480887108,-100.07973700043252,100.50644269392407,-100.07973700043252,100.50644269392407,0.0,287.75979015038666,-1.0007973700043253,1.0050644269392406,1,2,True,316,1,0,0,0,1.0,1.0,0,0,1.0,1.0,38,17.212864781965564,84.92633605937283,rr,,full,pct,False,False,6.690126672302469,martingale,,,,1.0009223908106066,,,1.9658798072264823,9.0,,,152,36,-116
rsi_reversion,-5.448364342300394,12.135338105281052,2.6911599464398694,3.5244227897652927,-0.7842143102275494,0.7257971060417717,32.024786078004,141.12976391338515,-131.4712135483457,141.12976391338515,-0.7204196098823203,5.114088276139414,0.32024786078004,1.4112976391338514,4,2,True,824,0,0,0,0,1.0,1.0,6,5,8.111150786992038,8.029391073060637,30,17.212864781965564,87.44816828888347,pct,1.7379857165346526,full,pct,False,False,7.635749644095552,grid,7.0,1.0133400104671275,2.499313144412758,,,,,,,,190,25,-165
rsi_reversion,0.007959883317631977,0.23350021942183957,0.3050406814460782,0.23433989111602443,0.030916848177613167,0.6360219142484194,-0.12897225018472394,1.8916099479859299,1.2133239745498359,8.682320221241422,0.25640320784275367,0.7321382363353774,-0.0012897225018472394,0.0189160994798593,5,4,True,277,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,18.67058463254051,81.154269745778,pct,3.62412951864749,full,pct,True,True,7.602676493597254,grid,1.0,2.5736087228324713,2.4073157187600476,,,,,,,,106,93,-13
rsi_reversion,-0.011540831232481619,0.3791875780947703,-0.04038761109108613,0.35741577550271,-0.029378434983119775,-0.1349825346252178,-0.21961333351061146,-0.22572782995712792,1.5618199647272284,-0.22572782995712792,0.25033276034509155,-0.013366777603642566,-0.0021961333351061146,-0.0022572782995712794,5,2,True,222,0,0,0,0,1.0,1.0,0,0,1.0,1.0,40,18.83670951385629,80.48757220141508,pct,1.0612699477881413,full,pct,True,True,4.464821325424517,none,,,,,,,,,,,125,133,8
rsi_reversion,-0.5807275361714326,1.439804126335257,-0.18978510816692884,0.31719402544322517,-0.45820889978703594,-1.2066621715576493,4.932774565244073,1.9040665445740557,-3.981845811835343,-5.040497830183024,-0.353225495926517,-0.667406327443382,0.04932774565244073,0.019040665445740557,8,3,True,384,3,1,3,0,27.42380346016698,1.0,0,0,1.0,1.0,33,18.83670951385629,83.0768943263914,pct,0.3985911145082992,full,pct,False,True,6.211533162498837,martingale,,,,,,,3.0156150072855983,3.0,,,146,138,-8
rsi_reversion,-0.79700071761728,1.1615693928486852,-1.7038040118200315,1.9558020302601362,-0.9387673099779746,-2.0113614191254476,-16.452418340084435,-16.46378973578872,-3.422925797927578,-9.110841989490643,-0.44837511481580616,-1.8519480755772129,-0.16452418340084435,-0.16463789735788717,7,10,True,716,0,0,0,0,1.0,1.0,0,0,1.0,1.0,25,14.932347874116694,89.68245559929932,pct,8.846010923869747,full,pct,True,False,0.16173988010111298,grid,3.0,0.4753191582594983,2.5177460948675856,,,,,,,,148,181,33
rsi_reversion,0.05032053725440022,0.11335916731959952,0.03166296661110124,0.028326392035214667,0.303914130383876,0.44364760267109365,3.1076357150320586,4.23823201688711,2.6987969109904615,4.23823201688711,1.2430934661111581,0.0,0.031076357150320585,0.0423823201688711,4,1,True,10,1,0,1,0,2.3898681791003114,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,rr,,partial_trailing,pct,True,True,7.474958447922608,martingale,,,,7.02037077295264,,,2.3898681791003114,3.0,0.5100988237948377,0.9291797246991623,95,111,16
rsi_reversion,-0.45198230668600514,0.7459780350359869,-0.038196451751459914,0.03819645175146434,-0.7687865716196244,-1.412126731167653,-6.025257652279915,-0.29192943963227164,-7.7760020750179475,-0.29192943963227164,-0.8271292548135663,0.0,-0.06025257652279915,-0.002919294396322716,4,1,True,23,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,12.031796067568848,81.4482901998675,rr,,full,pct,False,True,2.2678314860159277,none,,,,1.862156091770729,,,,,,,142,131,-11
rsi_reversion,0.11051342344705617,0.4977949195129776,0.18798167053324377,0.16817257082571815,0.17613710001396382,0.4445484630265365,15.853537429112446,25.162201142656958,9.617724678068145,25.162201142656958,0.9724402860264665,0.0,0.15853537429112446,0.2516220114265696,4,1,True,80,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,rr,,full,atr,False,True,,none,,,,7.665608709660635,50.0,5.411805704200662,,,,,88,100,12
rsi_reversion,0.06319461128794224,0.007508168447340233,0.07820202053023806,0.007717328321683635,0.8888200465529194,0.9065446615962842,7.863787821760306,9.371422830249942,7.863787821760306,9.371422830249942,0.0,0.0,0.07863787821760307,0.09371422830249942,1,1,True,98,0,0,0,0,1.0,1.0,0,0,1.0,1.0,33,11.427129954416737,87.44816828888347,pct,5.949840137563593,partial_trailing,pct,True,True,5.169721277162881,grid,2.0,1.9532597317078773,1.3487328580099829,,,,,,0.642051489473826,0.13210975319288795,93,108,15
rsi_reversion,-0.10360883508118146,0.1711842003406673,-0.008755023711726206,0.008755023711728427,-0.7701753447393865,-1.4121320754550806,-1.3814582661569932,-0.06691326154490684,-1.7813221535729182,-0.06691326154490684,-0.8247715223989983,0.0,-0.013814582661569931,-0.0006691326154490685,4,1,True,146,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,12.031796067568848,81.4482901998675,pct,9.638542325417848,full,pct,True,True,9.894104092486039,none,,,,,,,,,,,128,127,-1
rsi_reversion,0.2665501817699978,0.3934378534502834,0.17106821976844433,0.2322753806210858,0.446289150612451,0.34241659209275327,12.093543899877513,16.550740269304317,12.427934226384577,16.550740269304317,1.411438103237653,0.7364084939357851,0.12093543899877512,0.16550740269304318,6,2,True,170,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,pct,2.2440773877581295,full,atr,False,True,,none,,,,,45.0,0.6053305808116506,,,,,75,104,29
rsi_reversion,-3.5766921155509723,3.7060495136579954,-1.0654679992539995,1.3569106273815887,-1.6617108108581364,-1.1614244606923474,-110.02019155446939,-100.38276194295123,-111.48786906911046,-100.38276194295123,-19.997526956158392,0.0,-1.1002019155446938,-1.0038276194295124,3,1,True,172,3,1,2,0,10.965413962764496,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,rr,,partial_trailing,atr,False,False,,martingale,,,,9.716771502250111,30.0,4.415278634204979,3.3114066441264045,9.0,0.7338305801604287,0.8113892361006955,179,173,-6
rsi_reversion,0.033575778499117526,0.08048735795437849,0.023870622526822594,0.02135518822744416,0.29226104575391054,0.4436026795144919,2.342704559831323,3.195191338158663,1.8754749894627238,3.195191338158663,1.217336301642786,0.0,0.02342704559831323,0.03195191338158663,4,1,True,185,1,0,1,0,2.1407998909359627,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,rr,,partial_trailing,pct,True,True,9.915089541130078,martingale,,,,3.9716560035804545,,,2.1407998909359627,2.0,0.1988535989194946,3.5116992710606416,101,116,15
rsi_reversion,0.10951690147260607,0.10443624778312723,-0.039237219345800156,0.23945266880253258,0.519196951185771,-0.13627089553680552,9.05632162162459,-0.34032624426676905,9.05632162162459,-0.34032624426676905,5.545400574711722,0.0,0.09056321621624591,-0.0034032624426676905,2,1,True,195,0,1,0,0,1.0,1.0,0,0,1.0,1.0,33,12.517817983242903,84.92633605937283,rr,,full,pct,True,True,2.232434480849856,martingale,,,,2.3339222590906927,,,1.9897417069369974,2.0,,,89,132,43
rsi_reversion,0.06872470647598661,0.5899611751694577,-0.31549934256257517,0.31549934256257983,0.1046980071330444,-1.3384277154328195,12.086583319878335,-23.559357999458964,9.124447388233994,-23.559357999458964,0.872502884290301,0.0,0.12086583319878336,-0.23559357999458963,6,1,True,205,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,pct,9.75720985166163,full,pct,False,True,0.23060511025009137,none,,,,,,,,,,,92,147,55
rsi_reversion,-0.27815568462825624,0.4593282412918961,-0.02350546933528319,0.02350546933528676,-0.7694809593117224,-1.4121293988418797,-3.7083893494482805,-0.1796485845332888,-4.783862304686268,-0.1796485845332888,-0.8259522403878853,0.0,-0.03708389349448281,-0.001796485845332888,4,1,True,208,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,12.031796067568848,81.4482901998675,rr,,full,pct,False,True,3.685232347435359,none,,,,8.730567025779788,,,,,,,138,129,-9
rsi_reversion,-0.4955933311812988,0.8178472976999547,-0.041882466068365876,0.04188246606836401,-0.7686119067196208,-1.4121260615497522,-6.606460444589647,-0.32010106408093175,-8.527005181265675,-0.32010106408093175,-0.8274247370245049,0.0,-0.06606460444589647,-0.0032010106408093173,4,1,True,237,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,12.031796067568848,81.4482901998675,pct,6.7079627484831486,partial_trailing,pct,True,True,2.068242968182277,none,,,,,,,,,0.15618303915639542,2.247050940180059,143,134,-9
rsi_reversion,0.1530159008490628,0.3938235475460051,0.0,0.0,0.2800663308271945,0.0,12.17934824833932,0.0,8.964521707523508,0.0,1.1845865689917499,0.0,0.1217934824833932,0.0,4,0,True,244,1,0,1,0,3.036710755408387,1.0,0,0,1.0,1.0,39,12.190850227752009,81.154269745778,rr,,partial_trailing,pct,True,True,1.9071012165698884,martingale,,,,7.974482068232864,,,3.036710755408387,9.0,0.21238450286590382,4.471143853740298,84,118,34
rsi_reversion,-1.1176220004663229,1.406622330144146,0.23939865972641972,0.2565068874564072,-1.1511098740929715,0.4324644474274278,-17.80360516429893,16.91990169819198,-6.023680940850652,15.979774199599609,-0.5428318179065257,2.093485625870273,-0.1780360516429893,0.16919901698191978,8,3,True,248,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,80.48757220141508,pct,2.781239287494535,partial_trailing,pct,True,True,0.3509723598130293,none,,,,,,,,,0.45117713656450886,0.4383590876442165,155,96,-59
rsi_reversion,0.0,0.0,0.4043920250669464,0.039763374936057014,0.0,0.906892921767683,0.0,48.46045645142507,0.0,48.46045645142507,0.0,0.0,0.0,0.48460456451425066,0,1,True,272,0,0,0,0,1.0,1.0,0,1,1.0,1.000233868475813,40,13.617337880735406,89.68245559929932,pct,2.3693395275442612,full,pct,False,True,0.7408134250557945,grid,8.0,0.06836860843155344,2.7248113242035448,,,,,,,,107,81,-26
rsi_reversion,0.01621311044479601,0.06884643802473668,0.028493966745446464,0.025491334484941036,0.18201384601939408,0.443629333452748,2.077507898996646,3.8140469789788445,1.367766525901474,3.8140469789788445,0.9484424917421187,0.0,0.020775078989966455,0.038140469789788446,4,1,True,280,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,pct,1.4470910711494693,full,pct,True,True,8.306297324992153,none,,,,,,,,,,,105,113,8
rsi_reversion,0.0,0.0,-0.34971819289956185,0.7955128529535431,0.0,-0.5029418541554856,0.0,-9.513115409051277,0.0,-9.513115409051277,0.0,-0.3280689024504503,0.0,-0.09513115409051277,0,2,True,283,0,0,0,0,1.0,1.0,0,0,1.0,1.0,33,13.617337880735406,89.68245559929932,pct,9.028054754957017,full,pct,True,True,0.5002400457720863,grid,6.0,1.4562139486159602,1.4901796331140327,,,,,,,,107,149,42
rsi_reversion,0.0265386614497487,0.030290908071401643,0.0,0.0,0.3795999263300653,0.0,3.8741872063392817,0.0,3.8741872063392817,0.0,0.0,0.0,0.038741872063392815,0.0,1,0,True,291,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,12.517817983242903,84.92633605937283,rr,,full,pct,False,True,6.547337425040277,martingale,,,,7.2793791852120675,,,1.2104547212249939,1.0,,,103,118,15
rsi_reversion,0.04992875725000623,0.10801943086885041,0.0,0.0,0.31108850096912694,0.0,2.8358906916407616,0.0,2.6090689091439576,0.0,1.2579225953366568,0.0,0.028358906916407616,0.0,4,0,True,296,1,0,1,0,2.5788213749108877,1.0,0,0,1.0,1.0,39,12.190850227752009,81.154269745778,rr,,partial_trailing,pct,True,True,8.191435005482532,martingale,,,,2.961500030967592,,,2.5788213749108877,10.0,0.6617092726951334,3.91913483583774,96,118,22
rsi_reversion,0.0,0.0,0.02619981378548797,0.02343893437568113,0.0,0.44361610754998454,0.0,3.5069641763502504,0.0,3.5069641763502504,0.0,0.0,0.0,0.0350696417635025,0,1,True,300,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,87.44816828888347,pct,2.1941710862156585,partial_trailing,pct,True,True,9.033627555288248,martingale,,,,,,,1.6258647005292095,2.0,0.3253102335858509,1.7333774425469977,107,114,7
rsi_reversion,0.0,0.0,6.668682772285273,3.3855500578777584,0.0,1.627277158967491,0.0,675.3439813918723,0.0,675.3439813918723,0.0,0.0,0.0,6.753439813918723,0,1,True,307,0,0,0,0,1.0,1.0,0,7,1.0,7.455602958108135,38,13.617337880735406,89.68245559929932,pct,6.589581528615186,full,pct,False,False,7.188503827216581,grid,7.0,0.5306018438337835,1.9774960265464994,,,,,,,,107,6,-101
rsi_reversion,-7.378321384316655,7.70357194680058,-1.0225468109463343,1.1244619311358237,-2.222096703754926,-1.5957354408167272,-265.50373987094423,-100.13027842388244,-240.64640146134641,-100.13027842388244,-3.930642018175191,0.0,-2.6550373987094424,-1.0013027842388245,3,1,True,315,3,1,2,0,7.175613775329711,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,rr,,partial_trailing,pct,False,False,3.6960809096530816,martingale,,,,1.6967105495833668,,,2.6787336141038196,8.0,0.3404940305292339,2.0773761663971104,193,169,-24
rsi_reversion,0.0,0.0,0.6776182058051639,0.0,0.0,1.3657692356269615,0.0,75.52160751921257,0.0,75.52160751921257,0.0,0.0,0.0,0.7552160751921256,0,1,True,318,0,0,0,0,1.0,1.0,0,0,1.0,1.0,40,13.617337880735406,89.68245559929932,pct,0.786676878664138,full,pct,True,False,1.034985311483691,grid,6.0,0.2600065129576755,1.6379512605875226,,,,,,,,107,67,-40
rsi_reversion,0.13371821085681468,0.5711059705482678,0.22952781796239385,0.20534067557360686,0.18374590005835514,0.44478778913839184,17.219346758855664,30.72334183977485,11.328834750903368,30.72334183977485,0.9466941561213221,0.0,0.17219346758855666,0.3072334183977485,4,1,True,322,1,0,1,0,1.2802004348255487,1.0,0,0,1.0,1.0,39,14.449009987067225,81.154269745778,rr,,partial_trailing,atr,False,True,,martingale,,,,0.7289074252693117,7.0,2.0850044111647215,1.2802004348255487,7.0,0.3092420395753718,4.4437073614675535,86,97,11
rsi_reversion,-1.1579434062497396,1.5094800972180018,0.3249209231275252,0.2565068874564252,-1.0022501553834235,0.5644240652094711,-0.9805342948057449,14.378408275004098,-15.200219717294909,16.12385466313382,-0.9232710998262438,3.191831213311261,-0.00980534294805745,0.14378408275004098,5,4,True,381,0,0,0,0,1.0,1.0,0,0,1.0,1.0,38,13.617337880735406,80.48757220141508,pct,9.937318108579548,full,pct,False,True,0.8135317893505637,grid,2.0,1.9728348333409718,2.646358409856034,,,,,,,,156,91,-65
rsi_reversion,0.03782184518466014,0.03607734985878698,0.0,0.0,0.5188418496913895,0.0,3.1276698799334017,0.0,3.1276698799334017,0.0,5.54750760612703,0.0,0.031276698799334014,0.0,2,0,True,385,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,12.517817983242903,83.0768943263914,pct,5.602562812222364,full,pct,False,True,6.4632832295975104,martingale,,,,,,,2.4945051442527095,7.0,,,99,118,19
rsi_reversion,-5.118205397399689,5.746908000992135,-2.680079104065114,4.486089570568394,-1.8785035004452608,-1.4238529983828967,-196.29433174338035,-199.21899250073832,-164.29167599610656,-82.97861639109557,-5.898922107143659,-0.8585257743710053,-1.9629433174338036,-1.9921899250073833,3,3,True,448,0,0,0,0,1.0,1.0,1,1,1.984296122127494,2.0158210261036014,31,12.517817983242903,83.90138879240219,rr,,partial_trailing,pct,False,False,2.098012309566729,grid,8.0,1.5811516309762912,1.3902348125552981,1.3650927870883758,,,,,0.7465432574296442,3.4504697540580715,189,195,6
rsi_reversion,0.0,0.0,-1.0294150230237054,1.1617182002947246,0.0,-1.3013968245730603,0.0,-100.17068062203674,0.0,-100.17068062203674,0.0,0.0,0.0,-1.0017068062203673,0,1,True,500,0,1,0,0,1.0,1.0,0,0,1.0,1.0,38,13.93613135285981,88.26440194267956,pct,6.2393127182352135,full,pct,False,False,2.8460737115132138,martingale,,,,,,,1.5108968413232153,5.0,,,107,171,64
rsi_reversion,0.0,0.0,-0.6557804560495817,0.7116102271920515,0.0,-0.7792890222484117,0.0,-57.60108603937427,0.0,-57.60108603937427,0.0,0.0,0.0,-0.5760108603937428,0,1,True,519,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.932347874116694,87.44816828888347,pct,4.043889091567887,full,pct,True,False,0.6666278259397276,grid,7.0,1.0252919188021818,2.3694987181872147,,,,,,,,107,159,52
rsi_reversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,527,0,0,0,0,1.0,1.0,0,0,1.0,1.0,37,12.517817983242903,87.44816828888347,pct,3.915995828598791,full,pct,True,True,9.372960701279606,grid,5.0,1.3189408870745543,2.16532017827335,,,,,,,,107,118,11
rsi_reversion,-4.782136258499447,4.881759335670051,0.0,0.0,-1.5613920452301073,0.0,-470.85890116741746,0.0,-470.85890116741746,0.0,0.0,0.0,-4.708589011674174,0.0,1,0,True,563,0,0,0,0,1.0,1.0,2,0,4.604896709988329,1.0,40,12.517817983242903,83.0768943263914,pct,6.748574636368716,full,pct,False,False,5.251046238947554,grid,7.0,1.5844823282803806,2.7043630006370805,,,,,,,,187,118,-69
rsi_reversion,0.0,0.0,0.2077677840975456,0.7018638219961065,0.0,0.22093902724253717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,580,0,0,0,0,1.0,1.0,0,0,1.0,1.0,38,14.449009987067225,88.0249927868773,rr,,full,pct,False,False,9.935860990699814,martingale,,,,7.624521861070434,,,2.6986832229425,3.0,,,107,99,-8
rsi_reversion,-3.1158784525639582,3.160177315387468,-1.5912213689731614,1.7196424881655465,-1.5042706829172026,-1.5128027077228443,-70.68734132449084,-71.56895637751691,-70.29283207462186,-71.56895637751691,-5.2525800077559515,-2.334436546447482,-0.7068734132449085,-0.7156895637751691,4,2,True,632,0,0,0,0,1.0,1.0,1,1,1.001321453186425,1.109390956016712,33,13.617337880735406,83.0768943263914,pct,6.075710513909304,full,atr,True,False,,grid,6.0,0.7070260854202589,1.201296444036143,,49.0,4.894764590920748,,,,,175,180,5
rsi_reversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,720,0,0,0,0,1.0,1.0,0,0,1.0,1.0,40,12.517817983242903,89.75160029731785,pct,0.925295133547094,partial_trailing,pct,True,False,2.9370175498683633,grid,4.0,0.9452764186916879,1.263716506250336,,,,,,0.8265798982775696,4.917061635745171,107,118,11
rsi_reversion,0.0,0.0,0.025091418703770962,0.02244733955769334,0.0,0.4436097175514176,0.0,3.358600456034948,0.0,3.358600456034948,0.0,0.0,0.0,0.033586004560349485,0,1,True,865,0,0,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,87.44816828888347,rr,,full,pct,True,True,9.432681449786811,grid,1.0,0.4285122177099108,2.4888365011301112,9.06737384462369,,,,,,,107,115,8
rsi_reversion,0.0,0.0,-1.0253218330034675,1.1395176564307608,0.0,-1.4334300048730255,0.0,-100.14660246713707,0.0,-100.14660246713707,0.0,0.0,0.0,-1.0014660246713707,0,1,True,923,0,1,0,0,1.0,1.0,0,0,1.0,1.0,39,14.449009987067225,87.44816828888347,rr,,full,pct,False,False,3.2980993610567104,martingale,,,,9.098961666970544,,,1.3665178824074378,4.0,,,107,170,63
