strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,rsi_period,rsi_low_th,rsi_high_th,tp_mode,tp_pct,tp_mgmt,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,grid_max_adds,grid_spacing_pct,grid_size_multiplier,tp_rr,sl_atr_period,sl_atr_mult,martingale_multiplier,martingale_max_steps,tp1_close_frac,tp_trail_pct,rank_pre_wf,rank_post_wf,rank_delta
rsi_reversion,0.8421440735098429,3.6420907976270014,4.791327738098405,0.869286142184738,0.24787097133053423,0.8721916775124203,2.5895963567776445,1.4920211385189057,2.5976090974389474,8.365244768546251,1.6616423282535988,1.137645922805788,0.025895963567776445,0.014920211385189057,176,74,True,645,25,12.517817983242903,75.50642641523618,rr,,full,pct,True,True,5.945323045284535,grid,3.0,0.5195333111503532,2.6493893216471984,4.891360615276394,,,,,,,45,12,-33
rsi_reversion,0.0,0.0,4.624938842101245,1.6696450692559903,0.0,1.9858843621897626,0.0,234.06137074885527,0.0,234.06137074885527,0.0,4.408922994359123,0.0,2.3406137074885525,0,2,True,782,32,14.932347874116694,89.68245559929932,rr,,partial_trailing,pct,False,False,4.456526342804055,grid,7.0,2.4375318122545764,1.9180496949476271,1.6195338879061512,,,,,0.8612731183279063,3.78620797613997,107,13,-94
rsi_reversion,0.4620893996663211,0.014870794963602822,3.9319904151163376,0.8765865830776749,1.1453196204342146,0.8813961559699552,9.375915636781261,203.72160948339211,16.952091306421067,203.72160948339211,1.7894146453503188,1.180914381831544,0.09375915636781262,2.037216094833921,3,2,True,971,39,18.725228020210622,83.0768943263914,pct,7.5969400210786056,full,pct,True,True,8.631338446791775,grid,3.0,0.3086164275870388,1.883975523903725,,,,,,,,56,14,-42
rsi_reversion,1.5481625787020725,2.6530785573205184,3.8859287327014824,2.002221602609447,0.7946052326755763,0.7581939870129938,6.617319506629794,2.380435727587658,6.591885048329836,24.121487467484812,1.287746417091813,0.8287717540354235,0.06617319506629794,0.02380435727587658,37,18,True,472,25,18.725228020210622,83.0768943263914,pct,7.438599798103001,full,pct,False,True,7.290415725262202,grid,4.0,0.2730442182599393,1.9525597599801816,,,,,,,,23,15,-8
rsi_reversion,5.311680717590139,2.789803867183754,3.8842360784655083,1.9549801291002948,1.8695044363055795,0.7366510596991585,5.885405475226377,2.1463274176122717,11.636740355768545,15.685521026907217,2.6823124599462584,0.8386028570645325,0.05885405475226377,0.021463274176122718,58,29,True,194,31,22.1346051164859,78.31031231602825,rr,,partial_trailing,pct,False,True,6.990694987082232,grid,5.0,0.33667065662376716,2.2300144533983395,1.8610289175237065,,,,,0.5454410099666801,4.683966132095866,1,16,15
rsi_reversion,-23.339525854186903,26.063784184934168,3.870049168149592,6.1500789993044345,-0.7636144790917688,0.6636718936165511,-593.4582115090469,191.29815451635434,-461.76829745107136,191.29815451635434,-4.501658442181011,0.9284888854170515,-5.934582115090469,1.9129815451635435,5,2,True,324,33,18.83670951385629,81.4482901998675,rr,,full,pct,False,False,7.1749711247054,martingale,,,,4.522919168469331,,,2.8815650658974663,8.0,,,198,17,-181
rsi_reversion,3.4367267174945537,3.1295030714109107,3.6852711440019448,2.3558594418483403,1.238641400261164,0.7532072768319351,14.370322862752184,4.915507192910411,13.20245170634264,25.230868064704733,1.7323980049990364,0.8963487453357865,0.14370322862752183,0.04915507192910411,37,18,True,659,25,18.725228020210622,83.0768943263914,rr,,full,pct,False,True,4.679093689718164,grid,6.0,0.15821544852726382,1.5048738886880415,4.948325254872009,,,,,,,5,18,13
rsi_reversion,0.16840936127484607,0.006304830141748596,3.4835714837640364,0.41269178886906693,0.9632917196021912,0.9463681403808712,17.759478678943516,180.393877137235,17.759478678943516,180.393877137235,0.0,1.306455104813813,0.17759478678943516,1.80393877137235,1,2,True,414,39,18.725228020210622,87.44816828888347,rr,,full,pct,True,True,8.777331348206873,grid,8.0,0.602014800484047,2.4950669454193424,0.42651052373741927,,,,,,,82,19,-63
rsi_reversion,3.9910312800434333,3.1756357405199775,3.3813538793480147,2.4084373786297024,1.4158929360571775,0.6937539237472224,15.037197275007316,6.820723471064179,15.205811853123754,23.87773565307906,1.9916336993251247,0.8481436819224681,0.15037197275007314,0.06820723471064179,37,18,True,423,25,18.725228020210622,83.0768943263914,pct,7.24616879274121,full,pct,True,True,3.0910053134991298,grid,7.0,0.21668061694363433,2.4205562210096856,,,,,,,,3,20,17
rsi_reversion,0.42146992898974833,0.007311253635744103,2.973465813705234,0.7576643642470906,0.9828102531312676,0.8483076395504846,44.41976560568262,155.1000681250731,44.41976560568262,155.1000681250731,0.0,1.0927990539804238,0.4441976560568262,1.551000681250731,1,2,True,747,37,18.725228020210622,87.44816828888347,pct,1.596062465861427,partial_trailing,pct,True,True,3.5476642880540052,grid,3.0,0.9653172240242716,1.5777673573279378,,,,,,0.5301073518130809,0.2740789049937447,62,21,-41
rsi_reversion,-3.6003504643053796,4.135276469696396,2.83122449363693,7.277894527091787,-0.994088398429012,0.5232287262878429,-44.44505792061138,-48.641515028529696,-40.193835365670175,33.09106559469338,-1.1018149571735645,0.3326230428029995,-0.44445057920611386,-0.48641515028529697,8,10,True,793,37,16.555425066074015,78.31031231602825,pct,0.15950451447627342,partial_trailing,pct,False,False,6.7129041987413105,martingale,,,,,,,2.487832740512667,9.0,0.3827248105672597,3.18542280458876,181,22,-159
rsi_reversion,0.44632716258263816,0.46677218010809157,2.781457105646523,0.7479990484924343,0.712783128338349,0.8451056209149229,6.380201619008351,3.34626293113648,8.12759486724617,96.57508488274999,1.476558135584408,0.9928973187638092,0.06380201619008351,0.0334626293113648,8,3,True,157,33,18.83670951385629,83.0768943263914,pct,5.891056935218724,full,pct,False,True,3.5344420712360147,grid,7.0,1.3098892437121723,2.2016993583736975,,,,,,,,58,23,-35
rsi_reversion,2.7907262819320433,0.6645422701410644,2.751436611766067,1.2860041996519718,2.2225931041436815,0.7730134449892805,7.221835042834606,5.050942662300265,10.334213471743471,18.176635585641762,3.822593718650658,0.9182099083480321,0.07221835042834605,0.05050942662300265,36,18,True,278,31,22.1346051164859,83.0768943263914,pct,8.10255768929758,partial_trailing,pct,False,True,3.1380881520879957,grid,7.0,1.9782655460724772,2.21281656766456,,,,,,0.5837093749582299,2.5697012552109553,8,24,16
rsi_reversion,-5.448364342300394,12.135338105281052,2.6911599464398694,3.5244227897652927,-0.7842143102275494,0.7257971060417717,32.024786078004,141.12976391338515,-131.4712135483457,141.12976391338515,-0.7204196098823203,5.114088276139414,0.32024786078004,1.4112976391338514,4,2,True,824,30,17.212864781965564,87.44816828888347,pct,1.7379857165346526,full,pct,False,False,7.635749644095552,grid,7.0,1.0133400104671275,2.499313144412758,,,,,,,,190,25,-165
rsi_reversion,1.488429320472373,0.023486745585250903,2.6909233730662674,1.092772667763897,2.4799404219439065,0.7921722356558165,7.08683433568522,2.633683453458838,11.583863846507878,57.17446962582794,3.9535868600875745,0.8862811692298939,0.0708683433568522,0.026336834534588384,15,5,True,575,37,22.1346051164859,87.44816828888347,pct,1.0645691418951007,partial_trailing,pct,True,True,5.8403017662499614,grid,6.0,0.6426665580539185,1.1465103995404404,,,,,,0.2546526293797091,4.911886288888488,24,26,2
rsi_reversion,-3.3766245729827227,3.3766245729827276,2.687478723394765,2.269075227022103,-1.6857488427273692,0.9651673576526832,-60.273275647649385,0.1967727854428798,-59.729872793240965,52.09561024748766,-5.7175996404908025,0.91290846805002,-0.6027327564764938,0.001967727854428798,5,6,True,339,38,17.212864781965564,80.48757220141508,pct,5.481470909372744,partial_trailing,atr,True,False,,none,,,,,59.0,4.6538695176822165,,,0.2724354915176349,1.8233393086917886,177,27,-150
rsi_reversion,0.0,0.0,2.6835247500995862,2.248311860098276,0.0,0.9016676321489572,0.0,140.28165204538507,0.0,140.28165204538507,0.0,6.0781284490293706,0.0,1.4028165204538507,0,2,True,674,38,17.212864781965564,87.44816828888347,pct,1.860271079885613,full,pct,True,False,3.4467420411994576,grid,6.0,2.1143313661998286,1.1803617593596363,,,,,,,,107,28,-79
rsi_reversion,0.5109569949820703,0.19223954740419338,2.6601457186459454,1.0359563505001346,1.2841640245736934,1.661475240573093,52.03674251918723,135.45691631988763,52.03674251918723,135.45691631988763,0.0,6.103551674166781,0.5203674251918723,1.354569163198876,1,2,True,804,39,18.725228020210622,87.44816828888347,rr,,full,pct,False,False,8.693494637793114,grid,4.0,2.176650499782994,1.1739698925476556,0.5209686163251721,,,,,,,54,29,-25
rsi_reversion,4.035455040842195,0.049984563973934804,2.5517024506997554,2.170619032763641,2.2525690121720063,0.6032031341012458,26.03552389949127,5.569204592052245,38.28492099741656,46.72798630078097,3.439364457959841,0.6271544741934992,0.2603552389949127,0.055692045920522446,12,6,True,480,28,18.725228020210622,87.44816828888347,rr,,partial_trailing,pct,True,True,4.789974256748734,grid,6.0,0.22086136197441741,2.6959450226582105,0.7496410624543146,,,,,0.48453329654334254,2.5600331945325863,2,30,28
rsi_reversion,1.7934220288648328,1.8159615588544769,2.281894859596423,1.3668629907084655,1.1647173155405683,0.742734645382921,5.342944567084598,2.6159986656096343,6.926648494936265,14.897558712518538,1.6338619852138785,0.8533734325619964,0.05342944567084598,0.026159986656096344,37,18,True,588,25,18.725228020210622,83.0768943263914,pct,8.098558396607316,partial_trailing,pct,False,True,9.310050852011292,grid,3.0,0.1948840408106679,1.5048605939759514,,,,,,0.34945599703659047,1.0495767984203095,18,31,13
rsi_reversion,-1.3609898794543218,3.6329728886326267,2.2524586981890193,1.1425157758303817,-0.7350743800213144,0.6253092266512563,15.983119928136606,8.21733821130518,-1.0504415490449084,26.63409794333201,-0.08811323090334779,0.8564514271374525,0.15983119928136605,0.0821733821130518,16,12,True,362,25,12.517817983242903,83.0768943263914,pct,3.5255606651829683,full,atr,True,True,,grid,4.0,0.7688098831080517,2.138220486629641,,51.0,4.66708009641994,,,,,157,32,-125
rsi_reversion,1.8631070510394032,0.6758321449965115,2.1946443108378455,0.7741744547708399,2.205207357043615,0.8473587427397151,5.927221728081194,2.769483823901879,7.770751590122072,14.299166831451199,4.086960596263876,1.0033262542820256,0.059272217280811945,0.027694838239018787,32,18,True,268,37,23.209416802009635,78.31031231602825,pct,6.433584994506286,full,pct,False,True,4.269418603265339,grid,2.0,1.8241084201467523,2.9119017630847477,,,,,,,,17,33,16
rsi_reversion,1.3403674731762738,0.3630316782261798,2.1756345700227664,0.5863739170089852,1.9687989101146266,0.8887411242207724,6.651336878362615,2.5375287969455926,7.555451853285073,26.30893142557975,3.3719460448710254,1.0097577681586674,0.06651336878362615,0.02537528796945593,23,9,True,150,31,20.852587813067785,83.90138879240219,rr,,partial_trailing,pct,True,True,4.663669901044393,grid,5.0,2.2025634997349277,1.8728085926481552,8.586085794978343,,,,,0.8582740591450173,3.5011683433131124,29,34,5
rsi_reversion,0.3084943100171156,0.01153253232249411,2.087918452708326,0.3526041858731361,0.963345776666123,0.8865683346579315,32.53202838518572,106.96250129365524,32.53202838518572,106.96250129365524,0.0,1.1644903694729922,0.3253202838518572,1.0696250129365525,1,2,True,386,39,18.725228020210622,87.44816828888347,rr,,full,pct,True,True,4.791611119074481,grid,6.0,2.135584947574141,2.9592071208100954,9.588779138515276,,,,,,,71,35,-36
rsi_reversion,-1.01315560902151,1.0944626679185938,1.9852908458096952,0.6914485199878859,-2.014265049164438,1.9889249480887108,-100.07973700043252,100.50644269392407,-100.07973700043252,100.50644269392407,0.0,287.75979015038666,-1.0007973700043253,1.0050644269392406,1,2,True,316,38,17.212864781965564,84.92633605937283,rr,,full,pct,False,False,6.690126672302469,martingale,,,,1.0009223908106066,,,1.9658798072264823,9.0,,,152,36,-116
rsi_reversion,-0.11328334302250775,0.6804719479212615,1.8018809528041135,0.2182920285640012,-0.27358175163226406,0.8921905524279238,4.52102463289687,0.29676273541638093,0.7316428851863425,21.75739588446406,0.20665102384284037,1.0084349596737965,0.045210246328968695,0.0029676273541638094,12,9,True,284,25,12.517817983242903,83.0768943263914,pct,5.278776836521034,full,pct,True,True,5.160726756871892,grid,2.0,2.317541854095226,2.976648191357871,,,,,,,,129,37,-92
rsi_reversion,1.6212027925204042,0.7584339398341966,1.6813214006056842,0.6788893570997522,2.0553979555689734,0.8088950514965251,3.4206136857688043,1.9343029350749612,5.064434726905313,10.018762886677777,4.359790615947506,0.9752469097484515,0.034206136857688044,0.01934302935074961,44,20,True,625,33,22.1346051164859,78.31031231602825,pct,1.3967036215269717,partial_trailing,pct,False,True,6.674343882334677,grid,8.0,1.177276225410483,2.3228130719436533,,,,,,0.6212536429974368,0.5186069401946578,21,38,17
rsi_reversion,-1.014852913582398,1.3547662433590968,1.5334851237609248,1.1698746435619765,-0.8390295075202469,0.8391427424904118,-100.08972090999269,129.75301388081917,-100.08972090999269,129.75301388081917,0.0,0.0,-1.0008972090999269,1.2975301388081917,1,1,True,382,38,17.212864781965564,83.0768943263914,rr,,full,pct,False,False,5.901730753878122,martingale,,,,1.2984422700216196,,,2.0531343281107954,2.0,,,153,39,-114
rsi_reversion,-0.9323496419636701,4.496043469315799,1.5005632556241988,1.5945097538821613,-0.2561478199977869,0.6668383464681965,-45.737713755365995,106.68273505557507,-21.69172015750549,106.68273505557507,-0.24111439220563236,0.0,-0.45737713755365994,1.0668273505557506,4,1,True,622,25,14.932347874116694,89.68245559929932,pct,9.235888514194544,full,pct,False,False,8.65222166919545,grid,1.0,2.536877661456007,2.5038783648945415,,,,,,,,150,40,-110
rsi_reversion,-1.7508027656407688,5.182521706774819,1.4975271078403685,0.7661340430007662,-0.5188047199489343,1.1493291864496513,-13.407408186210553,75.19331010974014,-12.700745215526934,75.19331010974014,-0.38316041389131317,383.6783917390627,-0.13407408186210554,0.7519331010974014,10,2,True,273,31,19.976231753778706,87.44816828888347,pct,6.703539247415638,full,pct,False,False,8.940934431304646,martingale,,,,,,,1.2045128877878155,7.0,,,161,41,-120
rsi_reversion,1.2560527994434745,2.7656430123989035,1.485074552351917,0.6187373219962665,0.6166944022651099,1.8744937347421156,56.05224412030265,50.73816957699116,32.55403529089416,50.35133580554501,0.8064912651417284,74.9865375240573,0.5605224412030265,0.5073816957699117,4,3,True,456,28,17.212864781965564,89.68245559929932,pct,5.056757600086228,partial_trailing,pct,False,False,9.700713851136884,martingale,,,,,,,2.4474970966428646,4.0,0.7546031361486476,1.2418104845331297,33,42,9
rsi_reversion,0.1982442027378628,0.28884340189179053,1.4294109196715254,0.3360849090056127,0.5543896636149864,0.8454840610517643,3.8462422141958474,2.017465589017932,3.844335796824508,49.49353547685632,1.0041916526654342,0.9845843028710495,0.038462422141958476,0.02017465589017932,8,3,True,188,33,18.83670951385629,83.0768943263914,pct,5.035666817898159,full,pct,False,True,5.8623911850628305,grid,1.0,2.224881534449018,2.2010015171350945,,,,,,,,79,43,-36
rsi_reversion,1.2624006064214432,0.6049346786912794,1.4056932380415388,0.5420819315502237,1.997517846481696,0.8172988296691691,3.867383802288718,1.0475465487075315,4.019421632284243,6.910528896859229,3.090216461586462,1.020225218972298,0.03867383802288718,0.010475465487075314,45,25,True,512,24,18.725228020210622,83.0768943263914,pct,8.030598621372915,partial_trailing,pct,False,True,6.769080246061421,grid,5.0,2.330736192673335,2.2150584471276042,,,,,,0.7255559771355027,1.6366055973955516,32,44,12
rsi_reversion,0.17673931131692022,0.8276980202803674,1.3989079435461127,0.42950845677401,0.30155408302987297,0.8247372861583948,3.0706593779173224,1.6290909479510458,2.221964228436138,11.471996412763847,0.9947225024117519,0.969901364274766,0.03070659377917322,0.01629090947951046,23,14,True,678,33,18.83670951385629,78.31031231602825,pct,8.804280168224087,full,pct,False,True,6.214843415591582,grid,5.0,1.3293807873868846,2.5348245873034396,,,,,,,,81,45,-36
rsi_reversion,0.15994058267423394,0.23299316589575025,1.3590133449820296,0.2889374306538801,0.5543205120822847,0.8883394969086416,3.1031677205656196,1.6271890433087473,3.101404606313118,47.164397748704694,1.0042432728404007,1.085688170406885,0.031031677205656194,0.016271890433087473,8,3,True,436,33,18.83670951385629,83.0768943263914,pct,8.577292574700282,full,pct,True,True,7.268468610860846,grid,5.0,1.9396743574149746,1.588255114319602,,,,,,,,83,46,-37
rsi_reversion,-0.4369738877021856,1.054754121396778,1.2533071672322649,0.3337560896223734,-0.7846063018432864,0.8706376177218188,3.955690748294136,2.9018003916490973,-1.9202415406735833,16.37751221773248,-0.3297057981160625,1.0958944969393063,0.03955690748294136,0.029018003916490974,12,9,True,176,25,12.517817983242903,83.0768943263914,rr,,full,pct,True,True,6.556381398804303,grid,1.0,0.16497381304854036,1.9134275792541133,2.1935467310524643,,,,,,,141,47,-94
rsi_reversion,0.6930430400887255,0.09371982828830384,1.2425143344897416,0.7348186639732583,1.073445175457586,0.6781579830023708,10.199083039705462,65.39642179787006,26.324739358585493,65.39642179787006,1.7678621597605964,0.7905862813160224,0.10199083039705462,0.6539642179787006,3,2,True,896,38,18.83670951385629,83.0768943263914,pct,5.8313849073047255,partial_trailing,pct,False,True,2.487754744180983,martingale,,,,,,,1.1487845807701411,10.0,0.3271615869865022,3.1638157774901656,49,48,-1
rsi_reversion,0.4366723508025805,0.6369466631127579,1.1061643428910584,0.7591377267340471,0.5548214263165501,0.6442024542590034,8.47087000192736,4.451963381969206,8.47049150153783,39.91539565627377,1.0038671480976378,0.722117447504031,0.0847087000192736,0.04451963381969206,8,3,True,598,33,18.83670951385629,83.0768943263914,rr,,full,pct,False,True,2.6566194441596878,grid,4.0,2.9410960970921574,1.9852361879857392,5.022739672179474,,,,,,,60,49,-11
rsi_reversion,-0.19992260404362305,3.2948629031232484,1.0414491780821766,2.4986562940069716,-0.0853952630443436,0.3898943154607481,15.03133107483252,9.35083273084197,5.496086292631584,13.88730153263243,0.5332331911761934,0.7817725396292398,0.1503133107483252,0.09350832730841971,20,16,True,541,38,22.1346051164859,78.31031231602825,rr,,partial_trailing,atr,False,True,,grid,6.0,1.363282102102263,2.267482530795902,3.1876861803005534,18.0,3.3717890604465866,,,0.2132482057289968,2.4636675144326023,136,50,-86
