strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,trades_train,trades_test,eligible,trial,seconds,fast_period,slow_period,tp_mode,tp_pct,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,grid_max_adds,grid_spacing_pct,grid_size_multiplier,rsi_period,rsi_low_th,rsi_high_th,tp_rr,martingale_multiplier,martingale_max_steps
rsi_reversion,0.20483557715669232,0.8812213577641342,0.7209270807811974,0.6259448333060426,1,1,True,43,8.700247764587402,,,rr,,full,,,pct,True,False,6.659109175864379,martingale,,,,40.0,27.186462998636074,75.69160759452542,3.2418774040649394,1.9507534362548093,2.0
ma_cross,1.4794194327627963,0.315606669178158,0.15336068882276788,0.7541956865085129,8,8,True,1629,563.1599898338318,76.0,218.0,pct,0.448922948283476,partial_trailing,0.664540045521185,4.080250153833136,pct,True,False,8.746042404567936,grid,8.0,0.21099255483661872,1.2256027445373046,,,,,,
