strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,tested,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,martingale_max_loss_streak_train,martingale_max_loss_streak_test,martingale_max_step_used_train,martingale_max_step_used_test,martingale_max_multiplier_used_train,martingale_max_multiplier_used_test,grid_max_adds_used_train,grid_max_adds_used_test,grid_max_multiplier_used_train,grid_max_multiplier_used_test,fast_period,slow_period,tp_mode,tp_pct,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,tp_rr,martingale_multiplier,martingale_max_steps,rsi_period,rsi_low_th,rsi_high_th,sl_atr_period,sl_atr_mult,grid_max_adds,grid_spacing_pct,grid_size_multiplier,bb_period,bb_std,range_lookback,range_buffer_pct,stoch_k_period,stoch_d_period,stoch_oversold,stoch_overbought,rank_pre_wf,rank_post_wf,rank_delta
rsi_reversion,6.969772719216993,0.4036753693412733,-2.535792398610792,3.479551235879968,True,3.1180141114681055,-1.6569953521945324,18.092986889069522,9.896173426576228,30.085744208819694,-15.014256404765604,5.689998995903824,-1.167380807252876,0.1809298688906952,0.09896173426576227,28,12,True,1812,1,2,1,2,2.543595776776794,6.469879475636741,0,0,1.0,1.0,,,rr,,full,,,pct,False,True,1.6395802335659668,martingale,7.982298602197527,2.543595776776794,2.0,39.0,24.563684595958236,89.00127820023857,,,,,,,,,,,,,,42,80,38
rsi_reversion,7.973187866855902,0.45413905000671295,-2.6483664136274454,3.6383591143013208,True,3.096282070072559,-1.6677027367958401,20.526120265784996,9.895730129544656,30.78963498438742,-15.599526262370134,5.640714391095195,-1.1723160973986126,0.20526120265784994,0.09895730129544657,32,12,True,1357,1,2,1,2,2.0394219803582274,4.159242013968274,0,0,1.0,1.0,,,pct,1.3198673788393784,partial_trailing,0.11326674714399276,0.29147190355569635,pct,False,True,1.4573749478323443,martingale,,2.0394219803582274,4.0,39.0,24.563684595958236,81.154269745778,,,,,,,,,,,,,,41,82,41
rsi_reversion,8.290545799205805,0.816084393494256,-2.600744840337177,3.7857300044375304,True,2.6461140880184697,-1.5571084495485046,30.15151652043845,7.8217308382122805,35.62809530872512,-9.69094094177335,4.47705199959352,-0.9227080973601282,0.3015151652043845,0.0782173083821228,30,15,True,1329,1,4,1,4,1.9832440169648526,15.470509297246348,0,0,1.0,1.0,,,pct,5.412370571451723,full,,,atr,False,True,,martingale,,1.9832440169648526,8.0,39.0,24.563684595958236,89.00127820023857,42.0,2.5466415941806995,,,,,,,,,,,,40,81,41
rsi_reversion,10.890435593465542,0.9609361763692404,-3.33646470941249,4.512498470525728,True,2.7267129500674856,-1.8828090235716124,31.484952462417347,11.98068334367048,46.04382309448815,-14.34579115192722,4.068971363133139,-1.1297780566755595,0.3148495246241735,0.1198068334367048,29,15,True,1308,1,3,1,3,2.1637693537761167,10.130547012509357,0,0,1.0,1.0,,,rr,,full,,,pct,False,True,0.8316055672133151,martingale,2.0108611777486503,2.1637693537761167,7.0,39.0,24.563684595958236,89.00127820023857,,,,,,,,,,,,,,36,85,49
rsi_reversion,11.944496842797792,2.8046924056686566,-5.629317683475,6.1764819308642815,True,1.8254177985356685,-2.302953230519126,-8.75095181261129,-50.91672648237157,50.87556497823535,-54.76640992826113,1.6804549827389554,-3.625468870918227,-0.0875095181261129,-0.5091672648237157,28,9,True,1494,4,8,2,2,11.710589766049443,11.710589766049443,0,0,1.0,1.0,,,rr,,full,,,atr,True,False,,martingale,3.8115581684928594,3.4220738983910683,2.0,33.0,22.1346051164859,84.92633605937283,53.0,3.1026544868035644,,,,,,,,,,,,34,90,56
rsi_reversion,13.904238710489448,4.128293312159075,-1.632086341170802,5.073222841521648,True,1.7432198293301644,-0.44834269497829793,-103.56606906503167,-100.17056606294372,51.162129625945326,-36.96641952012295,1.5660385742794902,-0.6485918350032371,-1.0356606906503167,-1.0017056606294372,29,5,True,1883,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.5887847910807934,2.0845909255431883,pct,False,False,8.414626898380531,none,2.2780394311006216,,,39.0,39.71287017107015,89.00127820023857,,,,,,,,,,,,,,31,70,39
rsi_reversion,16.10129499273585,4.222152173833715,-1.7606875579015968,4.9603247219473605,True,1.9252609031067127,-0.5140578941425413,-106.54334958147055,-99.54608251044303,154.168702463008,-99.54608251044303,0.9589738442625891,-278.89273278779376,-1.0654334958147054,-0.9954608251044303,8,2,True,965,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,8.950577392548285,none,9.235911867761539,,,39.0,39.71287017107015,89.00127820023857,,,,,,,,,,,,,,30,71,41
rsi_reversion,19.721470264071716,4.970267857727868,-2.004739721932969,5.847290165571926,True,2.073898878551421,-0.49663587288839856,74.94459158420969,-134.92620013250638,118.16467390845074,-134.92620013250638,1.7840942134563438,-5.470927046505973,0.749445915842097,-1.3492620013250638,16,2,True,1947,3,2,1,1,1.7145140850000165,1.7145140850000165,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,9.381345186895636,martingale,2.42511066831495,1.7145140850000165,1.0,35.0,40.14901785316054,89.06681263203518,,,,,,,,,,,,,,27,74,47
rsi_reversion,30.687595218244045,5.174986266476445,-0.6507937009726072,9.460062151839029,True,2.0347571152934143,-0.024500180717545325,90.50131238846409,-100.94212487982172,86.74028467155173,-28.125813067577006,1.7212885185873898,-0.3657768397086965,0.905013123884641,-1.0094212487982173,37,5,True,1877,2,2,2,1,6.676289631962702,2.5838517047157916,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,9.983472138152532,martingale,0.9055592296073267,2.5838517047157916,7.0,39.0,30.64415143491529,83.00576073808335,,,,,,,,,,,,,,22,58,36
rsi_reversion,50.35987255116196,7.906643930482862,0.3394549229563282,11.54265615120972,True,2.4289402258768695,0.09164283792914597,8.337485924290503,0.36068341473546245,293.61990868340973,-88.04622453722935,1.605255871539283,-1.3179342894688937,0.08337485924290503,0.0036068341473546243,17,7,True,637,3,3,3,2,9.75501501997376,4.565467914335834,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,9.97502374347133,martingale,2.654230682498265,2.136695559581625,9.0,22.0,39.71287017107015,88.59838160760444,,,,,,,,,,,,,,16,26,10
rsi_reversion,56.9012342417226,11.517529331905989,-5.835816745646083,12.396457105610919,True,2.119457045740601,-0.6328704427739238,-16.121732546242427,-43.17924255171703,58.145797640527114,-20.582182272851497,1.8747774253790663,-0.6707797144182703,-0.16121732546242426,-0.4317924255171703,104,25,True,1858,0,0,0,0,1.0,1.0,1,1,2.013203897081864,2.0132038970818638,,,rr,,full,,,pct,True,False,5.327365045884767,grid,6.167262951030995,,,39.0,42.85458713397236,89.00127820023857,,,1.0,1.3155273967493422,1.5105488768567221,,,,,,,,,12,91,79
rsi_reversion,67.00565990693343,14.44462073879247,1.354848786871643,9.706975328418578,True,2.0985862868600007,0.16461486839856873,12.393763636127197,4.072978450919648,44.837805270108184,9.48923551652598,1.8567281718649964,0.5031615141898629,0.12393763636127197,0.04072978450919648,161,56,True,798,5,3,5,2,134.17438999402736,7.096886371834684,0,0,1.0,1.0,,,rr,,partial_trailing,0.23803042165486873,1.1665283668094268,pct,False,False,8.971028988424777,martingale,9.057221399871306,2.6639981929113024,8.0,13.0,29.229746641180988,84.92633605937283,,,,,,,,,,,,,,9,19,10
rsi_reversion,95.29043719755902,14.887632856040975,-12.814905086669592,25.264907406490693,True,2.341922658470291,-0.6747180008178881,-100.05061900109871,-293.0586092435353,292.1755548878946,-369.6598841754614,1.819378203526004,-2.098124154484314,-1.000506190010987,-2.9305860924353526,33,5,True,743,3,4,3,3,24.577153386283715,24.577153386283715,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,8.989733546482052,martingale,1.7822989600269057,2.907438430501509,6.0,35.0,39.71287017107015,83.00576073808335,,,,,,,,,,,,,,5,95,90
rsi_reversion,96.17493974850223,18.118422524898296,-12.893889273647707,21.874047185078748,True,2.070152126880507,-1.0038745932681372,-75.53589886146685,-61.48800892666205,114.6000859101052,-85.44100819263392,1.5429214599719958,-1.4734857851994265,-0.7553589886146685,-0.6148800892666205,86,15,True,1742,5,6,5,6,27.84586086473753,54.16425556431514,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,6.980267001127911,martingale,2.8053448597988453,1.945145665541473,7.0,39.0,39.71287017107015,83.00576073808335,,,,,,,,,,,,,,4,96,92
rsi_reversion,128.22777348266757,23.267376398965162,-11.937901849771693,30.899640158296073,True,2.1908670049454173,-0.4419732167957266,-149.34810555965487,-368.98532164192716,272.70746517459946,-218.07685713842795,1.768961637976887,-1.443795390200467,-1.4934810555965488,-3.689853216419271,48,8,True,1754,5,6,5,5,88.4861655889148,88.4861655889148,0,0,1.0,1.0,,,rr,,partial_trailing,0.40503489253850755,2.417654443913051,pct,False,False,5.4895232361448185,martingale,2.626056837151497,2.4511792707523283,7.0,39.0,39.71287017107015,88.59838160760444,,,,,,,,,,,,,,2,94,92
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,3,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.45801010577109935,2.763738036432966,pct,True,False,5.968169648856186,grid,7.961935754423209,,,,,,,,4.0,0.4397010178404524,1.0742206299696773,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,19,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,1.1607374319701311,martingale,0.8331082052802916,1.0643930641230865,2.0,,,,,,,,,11.0,3.7692892279394217,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,31,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,4.898332066460296,full,,,atr,False,False,,none,,,,,,,6.0,4.895018664617951,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,32,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.1926952476201038,4.322361958084188,pct,True,True,6.41181896641661,none,7.758449397522269,,,,,,,,,,,10.0,3.5386535711370852,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,62,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,9.8350208782865,partial_trailing,0.231011524882533,4.687474619465517,pct,True,False,4.513963247851141,grid,,,,,,,,,3.0,1.6690867692713633,2.492933676759095,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,63,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.6377084379247029,3.820017095877152,pct,True,False,2.452611685524757,none,2.5721416608127043,,,,,,,,,,,16.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,66,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,8.145699061108946,grid,8.292554777048215,,,,,,,,6.0,0.4359710246109598,1.127914583645686,12.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,73,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,5.1331692282494235,none,0.8873321577397244,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,75,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,4.968719779953872,full,,,atr,False,False,,none,,,,,,,49.0,4.910857602455399,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,76,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,6.713986921459869,partial_trailing,0.16390737290343288,2.3989107344227065,atr,True,False,,martingale,,2.848407591654824,7.0,,,,33.0,4.269697400882145,,,,10.0,3.9362077360911414,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,86,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,7.645342170416878,martingale,4.276133172866383,1.7291421642041045,10.0,,,,,,,,,11.0,3.9473383889172067,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,88,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,6.366351371771778,full,,,pct,True,True,9.725243883390675,none,,,,,,,,,,,,10.0,3.0238996781476146,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,94,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,0.47548689960917645,martingale,0.7394292010179018,1.3055785032121143,6.0,,,,,,,,,11.0,3.7692892279394217,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,97,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,1.0217174012784023,full,,,atr,True,False,,none,,,,,,,55.0,5.452299314398317,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,108,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.5971600494949101,0.5550330082560208,pct,True,False,8.193991313987,grid,4.99693570275363,,,,,,,,2.0,1.042413724011806,1.772053691382145,11.0,3.728933167950646,,,,,,,97,,
