strategy,return_train_pct,dd_train_pct,return_test_pct,dd_test_pct,tested,sharpe_train,sharpe_test,median_pnl_per_position_train,median_pnl_per_position_test,avg_pnl_per_position_train,avg_pnl_per_position_test,sharpe_pnl_per_position_train,sharpe_pnl_per_position_test,median_pnl_per_position_train_pct,median_pnl_per_position_test_pct,trades_train,trades_test,eligible,trial,martingale_max_loss_streak_train,martingale_max_loss_streak_test,martingale_max_step_used_train,martingale_max_step_used_test,martingale_max_multiplier_used_train,martingale_max_multiplier_used_test,grid_max_adds_used_train,grid_max_adds_used_test,grid_max_multiplier_used_train,grid_max_multiplier_used_test,fast_period,slow_period,tp_mode,tp_pct,tp_mgmt,tp1_close_frac,tp_trail_pct,sl_type,sl_trailing,exit_on_flat,sl_pct,pm_mode,tp_rr,martingale_multiplier,martingale_max_steps,rsi_period,rsi_low_th,rsi_high_th,sl_atr_period,sl_atr_mult,grid_max_adds,grid_spacing_pct,grid_size_multiplier,bb_period,bb_std,range_lookback,range_buffer_pct,stoch_k_period,stoch_d_period,stoch_oversold,stoch_overbought,rank_pre_wf,rank_post_wf,rank_delta
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,118,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.6008570621040337,3.369716362545691,pct,True,False,9.721996712482253,grid,7.1597130380111516,,,,,,,,6.0,0.3197780969551065,2.1794620204192556,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,121,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,0.9696086643170797,partial_trailing,0.520967194793784,0.06130671713198967,pct,False,False,5.016472930839062,grid,,,,,,,,,8.0,1.970721275032209,1.2234330269841254,11.0,3.979388376169875,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,124,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,7.701967906087482,full,,,pct,True,False,8.234630653980844,none,,,,,,,,,,,,10.0,3.0238996781476146,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,126,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,6.668667514169752,grid,1.1944211200871147,,,,,,,,1.0,0.5243837516816211,2.0974675787331725,10.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,129,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.408201107722917,full,,,pct,True,True,3.0084149336181594,none,,,,,,,,,,,,10.0,3.0238996781476146,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,130,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,2.990749118952422,full,,,pct,False,False,3.0921628312489298,martingale,,1.5610653782090391,1.0,,,,,,,,,11.0,3.87678576602479,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,131,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,9.16526226880566,partial_trailing,0.7067304078959137,3.0647578695648248,pct,True,False,3.106272572446919,martingale,,1.706039222774415,5.0,,,,,,,,,16.0,3.9362077360911414,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,132,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,6.554416469075745,grid,6.980572937388395,,,,,,,,2.0,2.150928702975231,1.4744981749936001,12.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,134,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,6.756234547491811,partial_trailing,0.7094374456865824,4.422284871719765,pct,True,False,4.319370649366,grid,,,,,,,,,8.0,0.38050246424531164,2.933828723682753,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,136,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,3.56802922405574,partial_trailing,0.2373021407343508,3.02524423360433,pct,True,False,1.6843426463166777,martingale,,3.075117083296699,4.0,,,,,,,,,11.0,3.9473383889172067,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,142,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,0.7136134793969083,full,,,pct,False,True,2.6172552008339793,grid,,,,,,,,,5.0,2.290697121627402,1.8393398427995729,10.0,3.685690734474842,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,143,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.512302147504271,full,,,pct,True,False,8.324034985959148,grid,,,,,,,,,8.0,1.0162281842113343,1.1767476392234117,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,144,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.4542558325822462,1.8463527053919406,pct,False,False,1.143843896928873,none,3.387553393478796,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,145,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,8.602747837028529,full,,,atr,True,False,,none,,,,,,,27.0,0.9352461579780365,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,146,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,1.3863494983125046,partial_trailing,0.32520755442355787,0.922832706071111,pct,True,False,8.516737009144272,grid,,,,,,,,,2.0,2.4346190529400853,2.2351276271612868,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,147,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.4809064697260891,3.5997992285129627,atr,True,False,,none,8.28284182829965,,,,,,42.0,2.6774538063282822,,,,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,148,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,False,True,0.32581036960106247,none,9.246834668281338,,,,,,,,,,,11.0,3.2231350723604115,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,149,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.726255173021169,full,,,atr,True,False,,none,,,,,,,10.0,2.5224369168268845,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,153,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.6407285128295436,0.16042249981701034,pct,False,True,3.661645456305952,grid,4.143653690017145,,,,,,,,3.0,0.819318811629652,1.3741587088199212,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,154,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,7.992499010805051,full,,,atr,False,True,,none,,,,,,,50.0,3.200782944874633,,,,11.0,3.5622707906143196,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,159,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,6.189957354136864,partial_trailing,0.8936366515273119,3.478253167552854,atr,True,False,,martingale,,1.1631117413859986,4.0,,,,24.0,1.4540484787065282,,,,10.0,3.9362077360911414,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,160,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,6.840564819021523,partial_trailing,0.8029243095745401,4.053354771741543,pct,True,False,1.8830553985643788,none,,,,,,,,,,,,11.0,3.749184048418532,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,162,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,4.1924732863151695,martingale,1.2585643938788922,1.1402997009737452,1.0,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,167,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,8.486967240991032,full,,,pct,False,True,3.5375253224514345,martingale,,3.474450736817529,3.0,,,,,,,,,11.0,3.783003797138454,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,168,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.6779616922092042,1.4398231940822364,atr,True,False,,martingale,2.1133812804208363,1.9568888156258388,1.0,,,,58.0,5.531754146212467,,,,11.0,3.3087479231600647,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,169,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,2.7024358852111723,full,,,pct,True,False,9.766679541302347,grid,,,,,,,,,6.0,2.558218284275129,2.0519136772285895,11.0,3.749184048418532,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,170,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,9.587516592016984,full,,,atr,True,False,,none,,,,,,,14.0,4.810453857968801,,,,11.0,3.564920983348052,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,172,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,0.24627814233929501,full,,,pct,True,True,3.0420738608075792,grid,,,,,,,,,1.0,0.5189437434860273,1.6050390659552825,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,173,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.38116026656464574,2.7209288283466737,atr,False,False,,martingale,7.477600115061069,1.796197999612879,8.0,,,,12.0,4.456998813108412,,,,10.0,3.7692892279394217,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,174,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,4.634369837659457,partial_trailing,0.37834967586180523,1.0257551160278342,pct,False,False,8.76693027704684,martingale,,1.0606128147807297,8.0,,,,,,,,,10.0,3.87678576602479,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,176,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,3.916142777826559,full,,,pct,True,False,5.077207989317447,martingale,,2.8542162830522955,8.0,,,,,,,,,10.0,3.0238996781476146,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,177,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,9.66988270853233,full,,,pct,False,False,3.0150440314888987,none,,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,178,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.440558045690456,full,,,pct,True,False,1.3242488666073733,martingale,,2.6874355264313117,5.0,,,,,,,,,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,179,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,atr,True,False,,grid,6.042039622113223,,,,,,45.0,2.900223629782427,2.0,0.27176235588046205,2.436042197282115,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,183,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,atr,True,False,,none,4.1348353801850495,,,,,,23.0,4.741475594445875,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,186,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.530317646996987,partial_trailing,0.49066859881221625,2.849976950142324,pct,True,False,3.6940853312245525,grid,,,,,,,,,8.0,1.458797221189116,1.9488194174822973,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,187,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,3.928624172463401,partial_trailing,0.8479411104755211,0.1056887682830355,atr,True,False,,martingale,,1.5930077298183742,4.0,,,,37.0,5.427702516972576,,,,11.0,3.9473383889172067,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,188,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,6.151026232985174,martingale,4.151310486882803,2.7807287903301923,2.0,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,189,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,3.5344420712360147,partial_trailing,0.25820508755851246,4.187036104821356,atr,True,False,,none,,,,,,,26.0,3.7660078658735094,,,,11.0,3.749184048418532,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,191,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.3073469780189464,2.9931651644154345,pct,False,False,6.2928875086594775,none,0.5080719985337612,,,,,,,,,,,11.0,3.545991507784413,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,193,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,3.7456412786894298,partial_trailing,0.5115225517628804,0.7350787765707342,pct,True,False,2.5728546164041854,grid,,,,,,,,,4.0,2.7615605593650034,2.3781281282531426,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,196,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,7.433609315766624,grid,8.798256104893964,,,,,,,,3.0,2.4376154086616153,2.6202267893583615,10.0,3.0238996781476146,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,197,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,9.185738505738342,full,,,pct,True,False,9.713881415538378,none,,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,198,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.14440593333657878,3.9056118559364528,pct,False,False,5.138977741120581,grid,2.9948455901627313,,,,,,,,2.0,2.86327661756148,2.459592957864274,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,200,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,9.769250520955499,none,2.9593559997965517,,,,,,,,,,,10.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,201,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,2.940091974600178,partial_trailing,0.4996216111615891,1.62861865203533,pct,False,False,0.7050213129407326,martingale,,2.2901711556444475,6.0,,,,,,,,,11.0,3.979388376169875,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,203,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,9.802520976154527,partial_trailing,0.4873741477964243,4.947486645139128,pct,True,False,5.510356840324546,none,,,,,,,,,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,204,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,9.141081470309066,grid,8.697308722085015,,,,,,,,5.0,1.529473069327239,2.5965903579335503,10.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,205,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.4668439630350877,3.5737507707844816,pct,True,False,8.426364023881973,grid,1.7073968714720837,,,,,,,,3.0,0.9740546051632268,2.3413297211712716,10.0,3.4807205630013396,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,208,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,7.915633288336869,full,,,pct,True,False,9.91979250163157,martingale,,3.274373827035542,5.0,,,,,,,,,11.0,3.7692892279394217,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,209,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.4029069590415758,1.394407428644161,pct,False,False,9.686717817470605,none,0.6044901064486186,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,210,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,4.240220832740736,full,,,pct,False,True,5.843914921850643,martingale,,1.2838841574080164,9.0,,,,,,,,,11.0,3.2231350723604115,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,211,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,6.534642914699875,partial_trailing,0.812004273454053,1.7230760264151024,atr,True,False,,none,,,,,,,26.0,1.0169006691247795,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,212,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,8.461797746276305,full,,,pct,True,False,5.352929769519488,martingale,,1.6148677906731934,4.0,,,,,,,,,11.0,3.9362077360911414,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,213,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,2.231608434425575,full,,,pct,False,False,3.905391335726628,none,,,,,,,,,,,,10.0,3.87678576602479,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,214,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,2.629225054928838,full,,,pct,False,False,8.136136698771475,martingale,,1.1021697097151608,7.0,,,,,,,,,11.0,3.87678576602479,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,216,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.096280614193856,partial_trailing,0.126298439076196,3.1371909272180942,pct,True,False,1.9576283539684354,martingale,,1.9264454085267282,6.0,,,,,,,,,11.0,3.9473383889172067,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,217,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,8.517233799635953,full,,,pct,False,False,7.907368201706749,none,,,,,,,,,,,,10.0,3.0238996781476146,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,218,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,6.7113937953725245,none,1.5856149612813846,,,,,,,,,,,11.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,219,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.464829480581524,partial_trailing,0.7000106321126344,0.478038545053493,atr,True,False,,grid,,,,,,,46.0,0.721522690332165,5.0,0.26137740034435913,2.8390474060310433,10.0,3.9362077360911414,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,220,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,5.472181883605009,partial_trailing,0.12440019995123955,0.23487353430861135,pct,True,False,8.243745550530617,grid,,,,,,,,,3.0,0.4248285123230601,2.0444865201096087,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,223,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,False,False,5.416744551219255,grid,5.651755668600033,,,,,,,,8.0,1.618242313732343,2.334941969390535,10.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,224,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,7.7162737048533225,full,,,pct,True,False,5.10104435946298,martingale,,1.5586863702346943,4.0,,,,,,,,,11.0,3.9362077360911414,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,226,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,0.3275742830247896,full,,,pct,True,True,8.025074812273436,grid,,,,,,,,,8.0,2.297966436868211,2.448272915439781,10.0,3.85757191653931,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,228,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.27294483332236147,2.174749529775373,atr,True,False,,grid,7.048147251818601,,,,,,50.0,2.863450341716595,7.0,1.0232341451305487,2.9509514851841674,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,229,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.4143786555934603,0.39763255478019666,pct,True,False,4.494101880360118,martingale,2.858392409055955,1.5370904315198564,1.0,,,,,,,,,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,230,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,atr,True,False,,grid,3.3770159437113483,,,,,,54.0,1.6846858226943644,4.0,0.6007959637834812,2.6572079698522337,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,232,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.6677227499501165,0.9391730913272327,pct,True,False,0.7633211440642567,none,6.910799936803268,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,233,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,7.2883042038543495,martingale,5.407275389367851,3.4408375946832104,6.0,,,,,,,,,11.0,3.7692892279394217,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,234,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.16485526368135706,1.4549590128772234,atr,True,False,,none,9.605968754498477,,,,,,53.0,2.2935355505579373,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,235,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,0.9543338913213449,full,,,atr,True,True,,none,,,,,,,14.0,5.745708525556944,,,,11.0,3.5774509515144737,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,236,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,9.672777184206629,martingale,0.32928586671221166,1.0871153041183477,6.0,,,,,,,,,11.0,3.7692892279394217,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,237,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,7.953813517908709,partial_trailing,0.21238450286590382,4.471143853740298,pct,True,False,1.9071012165698884,grid,,,,,,,,,7.0,2.636649333812438,1.017731819461525,11.0,3.728933167950646,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,238,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,1.9720064311526844,full,,,atr,False,False,,grid,,,,,,,52.0,5.390218057688768,1.0,1.478210309034429,2.7619920637708253,11.0,3.87678576602479,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,240,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,4.970726038020742,partial_trailing,0.473259877424296,3.6225685358116886,pct,True,True,6.910434169541695,martingale,,1.4191727260481342,5.0,,,,,,,,,11.0,3.9473383889172067,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,241,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,partial_trailing,0.45117713656450886,0.4383590876442165,pct,True,False,0.3509723598130293,none,2.8541560623683275,,,,,,,,,,,11.0,3.9473383889172067,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,242,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,rr,,full,,,pct,True,False,3.685232347435359,none,3.2496533246598704,,,,,,,,,,,11.0,3.7961858561657493,,,,,,,97,,
bollinger_breakout,0.0,0.0,,,False,0.0,,0.0,,0.0,,0.0,,0.0,,0,0,True,244,0,0,0,0,1.0,1.0,0,0,1.0,1.0,,,pct,8.64399053987458,full,,,pct,False,False,5.561519589996289,grid,,,,,,,,,5.0,2.2056584671611486,2.5229364126971023,11.0,3.728933167950646,,,,,,,97,,
